날짜,종가,대비,시가,고가,저가,거래량,거래대금,상장시가총액
2023.1.4,683.67,8.72,670.18,683.67,667.3,901765,5078752,317540886
2023.1.3,674.95,3.44,672.18,675.75,660.32,935984,5089082,313443984
2023.1.2,671.51,-7.78,683.84,688.77,670.38,742767,4368091,311897724
2022.12.29,679.29,-13.08,691.35,693.12,675.8,952158,4811065,315498720
2022.12.28,692.37,-11.82,699.24,699.39,691.01,834832,5137454,321475844
2022.12.27,704.19,9.51,697.25,704.21,697.25,901437,5092351,327910002
2022.12.26,694.68,3.43,691.94,696.96,686.8,797708,4331951,323390641
2022.12.23,691.25,-23.77,704.93,704.93,691.25,1107302,5147798,321813280
2022.12.22,715.02,9.32,710.47,715.35,709.52,851988,4454191,332311677
2022.12.21,705.7,2.57,708.13,709.95,701.61,938032,5181367,327971512
2022.12.20,703.13,-14.09,715.13,715.29,701.44,977951,5388784,326822623
2022.12.19,717.22,-0.19,716.8,722.42,714.63,776383,4424672,333338382
2022.12.16,717.41,-5.27,711.33,720.48,710.2,889444,4729866,333728482
2022.12.15,722.68,-6.32,725.32,730.51,721.46,957408,4765903,335706651
2022.12.14,729,13.84,718.17,729.17,718.17,1082238,5359244,338621742
2022.12.13,715.16,-0.06,717.64,719.33,712.21,1191298,4878762,332194007
2022.12.12,715.22,-4.27,716.88,718.31,714.26,964001,4713130,332248030
2022.12.9,719.49,6.97,717.24,721.14,712.4,1278548,6153962,334174610
2022.12.8,712.52,-5.62,718.37,719.69,711.08,1069811,5819829,330917120
2022.12.7,718.14,-1.3,715.63,722.62,711.63,982851,5033009,333420327
2022.12.6,719.44,-13.88,726.32,727.34,719.29,926869,5019200,333769907
2022.12.5,733.32,0.37,736.45,739.77,731.07,1058483,5258241,339917270
2022.12.2,732.95,-7.65,740.13,740.18,732.41,856591,6105784,339643001
2022.12.1,740.6,11.06,740.97,744.56,739.16,825110,5758034,343075080
2022.11.30,729.54,2,726.56,729.54,722.4,813569,5003808,337947066
2022.11.29,727.54,9.64,715.02,727.6,713.26,794008,4828376,336927388
2022.11.28,717.9,-15.66,731.81,731.81,717.13,878677,5419028,332414215
2022.11.25,733.56,-4.66,737.46,737.53,732.48,710329,4723353,339637553
2022.11.24,738.22,12.63,729.41,738.7,729.41,793574,5222187,341717147
2022.11.23,725.59,13.33,718.29,725.64,718.29,830056,5035913,335667395
2022.11.22,712.26,-6.31,716.24,719.8,711.92,895809,5004878,329829715
2022.11.21,718.57,-13.35,733,733.65,717.55,981797,5315208,332699337
2022.11.18,731.92,-5.62,738.34,742.17,731.53,1297151,6078255,338951690
2022.11.17,737.54,-5.56,740.62,742.29,735.04,978991,5746482,340965032
2022.11.16,743.1,-1.86,746.55,746.62,737.87,1186546,6517655,343209334
2022.11.15,744.96,15.42,730.33,744.96,730.33,1130886,6639307,344193559
2022.11.14,729.54,-1.68,732.29,734.73,728.81,1100846,6717777,337140902
2022.11.11,731.22,23.44,727.22,732.12,724.53,1079377,7471802,337264814
2022.11.10,707.78,-6.82,708.49,712.48,705.7,1041902,6157828,326431031
2022.11.9,714.6,1.27,715.19,717.09,711.15,931480,5824932,329414677
2022.11.8,713.33,12.85,703.36,713.33,703.36,846230,5810477,328769979
2022.11.7,700.48,6.59,696.22,700.49,695.1,722344,4651071,322884895
2022.11.4,693.89,-0.24,691.69,694.17,684.99,737322,5424943,319806801
2022.11.3,694.13,-3.24,685.42,695.63,683.74,707278,4750449,319615919
2022.11.2,697.37,-2.68,697.4,699.24,694.94,858230,5906554,322379756
2022.11.1,700.05,4.72,695.45,700.07,693.92,920257,4783325,323475938
2022.10.31,695.33,7.7,694.69,695.62,689.97,751259,4111223,321315140
2022.10.28,687.63,-7.46,690.71,695.51,687.19,847495,5273825,317743013
2022.10.27,695.09,11.92,686.41,695.22,686.41,852166,4815443,321179890
2022.10.26,683.17,-5.68,690.67,691.13,683.14,963245,5482860,315561721
2022.10.25,688.85,0.35,690.77,695.95,686.21,973741,5479512,318350426
2022.10.24,688.5,14.02,686.43,693.44,686.43,817959,4941482,317589693
2022.10.21,674.48,-5.96,678.16,682.49,674.48,1034394,5149618,311224519
2022.10.20,680.44,-10.12,688.44,693.14,675.89,1052781,5294037,313890313
2022.10.19,690.56,-6.53,697.94,705.84,689.67,1050552,6485036,318156853
2022.10.18,697.09,15.09,692.39,697.37,685.9,1068477,7041627,320639761
2022.10.17,682,3.76,667.61,682.39,664.83,814418,5447791,313338562
2022.10.14,678.24,26.65,665.17,679.92,665.17,893525,5253140,311385917
2022.10.13,651.59,-20.08,669.36,669.71,650.39,1051923,5482305,299052153
2022.10.12,671.67,2.17,669.59,673.42,663.6,1140924,5053657,308456485
2022.10.11,669.5,-28.99,685.3,685.3,667.63,1155753,5117909,307440393
2022.10.7,698.49,-7.52,700.71,707.42,697.59,1149849,5316309,320796815
2022.10.6,706.01,20.67,690.48,706.43,690.48,1139543,5020144,324168977
2022.10.5,685.34,-11.45,706.76,707.59,683.15,813666,5380244,314630996
2022.10.4,696.79,24.14,685.19,696.79,683.63,667596,4625879,319854569
2022.9.30,672.65,-2.42,668.26,677.68,661.65,786871,5495664,308863848
2022.9.29,675.07,1.2,686.63,695.49,675.07,803932,5674039,308456808
2022.9.28,673.87,-24.24,696.38,702.72,668.3,911993,6368439,307807312
2022.9.27,698.11,5.74,694.53,700.38,681.59,947764,6033947,319026175
2022.9.26,692.37,-36.99,719.6,719.6,690.6,943308,6277768,316331853
2022.9.23,729.36,-22.05,749.87,749.87,728.29,883278,6545898,332903849
2022.9.22,751.41,-3.48,746.82,751.58,736.11,978686,6314293,342873657
2022.9.21,754.89,-5.46,757.13,761.35,750.14,941673,5677078,344388093
2022.9.20,760.35,8.44,758.35,764.4,757.33,804841,5303730,346902230
2022.9.19,751.91,-18.13,771.52,772.45,750.64,882638,6345057,342941151
2022.9.16,770.04,-11.34,776.49,780.25,768.7,889033,7489956,351206467
2022.9.15,781.38,-1.55,786.33,787,780.31,851719,7269660,355934998
2022.9.14,782.93,-13.86,775.93,784.45,770.05,858083,6759115,356659511
2022.9.13,796.79,18.98,790.89,796.83,790.83,842463,6199033,362871798
2022.9.8,777.81,9.62,776.59,781.52,775.31,738189,6231333,354230892
2022.9.7,768.19,-11.27,776.82,776.99,765.08,795843,6394707,349785644
2022.9.6,779.46,8.03,774.23,781.9,774.23,732725,5369171,354746927
2022.9.5,771.43,-14.45,784.83,786.6,768.82,741715,5639235,350972750
2022.9.2,785.88,-2.44,793.11,795.87,784.67,801799,5893632,357503274
2022.9.1,788.32,-18.72,800.74,801.02,788.13,711356,6645920,358507548
2022.8.31,807.04,10.02,792.33,807.19,791.01,637456,5866887,366816015
2022.8.30,797.02,17.13,783.99,797.03,783.99,667241,6078637,362303883
2022.8.29,779.89,-22.56,780.48,783.45,775.33,619621,5372133,354410894
2022.8.26,802.45,-4.92,810.33,813,801.84,718361,6067799,364598714
2022.8.25,807.37,14.23,795.18,807.37,794.16,630310,5596399,366788600
2022.8.24,793.14,9.72,788.36,793.14,782.97,714898,5801415,360258576
2022.8.23,783.42,-12.45,789.95,793.81,781.92,855724,5956122,355825721
2022.8.22,795.87,-18.3,806.9,806.92,795.87,811881,5828845,361316213
2022.8.19,814.17,-11.89,827.25,827.32,814.17,887455,6614538,369234113
2022.8.18,826.06,-1.36,822.71,826.75,817.52,950528,7063799,374250513
2022.8.17,827.42,-7.32,834.91,834.96,825.46,1129912,7729891,375022273
2022.8.16,834.74,3.11,835.2,836.49,831.69,887226,7363288,378527165
2022.8.12,831.63,-0.52,831.18,833.7,826.72,792427,7062541,376887724
2022.8.11,832.15,11.88,831.99,834.88,828.27,897833,7029242,376921675
2022.8.10,820.27,-13.38,829.29,829.29,820.27,897225,6394377,371625462
2022.8.9,833.65,2.79,831.13,833.94,826.45,976696,7001643,377566289
2022.8.8,830.86,-0.78,829.77,831.12,825.94,931451,6455354,376117150
2022.8.5,831.64,6.48,826.23,832.27,826.23,931759,6868939,376514340
2022.8.4,825.16,9.8,820.06,825.99,820.06,908491,7513813,373558759
2022.8.3,815.36,11.02,804.17,815.4,803.2,997273,6614199,368803438
2022.8.2,804.34,-3.27,807.69,807.69,799.36,905937,6522128,363794093
2022.8.1,807.61,3.99,804.15,808.96,801.4,823058,5632186,365116134
2022.7.29,803.62,5.3,802.97,807.77,801.05,784398,5962099,363327090
2022.7.28,798.32,2.62,802.5,805.2,796.48,737058,5915931,360161550
2022.7.27,795.7,5.77,789.61,795.81,788.29,678541,5162361,357673315
2022.7.26,789.93,0.24,788.76,791.01,786.46,841386,5373790,355173674
2022.7.25,789.69,-0.06,787.71,791.25,783.78,871220,5494818,355144878
2022.7.22,789.75,-5.4,796.58,800.65,789.73,892760,6130997,355384476
2022.7.21,795.15,4.43,792.95,795.67,790.97,937755,6900705,357733546
2022.7.20,790.72,8.39,792.94,795.92,788.02,939573,7152742,355312983
2022.7.19,782.33,5.61,773.73,782.33,771.69,743424,6177792,351550343
2022.7.18,776.72,14.33,770.29,776.72,766.89,720021,5831127,349013968
2022.7.15,762.39,-3.69,768.41,769.29,754.33,850290,6235061,342387086
2022.7.14,766.08,2.9,762.54,768.13,757.99,823120,6300322,334610537
2022.7.13,763.18,12.4,751.34,763.73,747.74,896499,6872496,333169863
2022.7.12,750.78,-16.26,762.18,762.18,747.74,766363,6368335,328272562
2022.7.11,767.04,0.56,767.89,774.35,763.14,779199,6013544,335524647
2022.7.8,766.48,8.51,764.98,770.92,764.02,850956,6438572,334753996
2022.7.7,757.97,13.34,750.98,759.03,750.67,809542,5797632,330995391
2022.7.6,744.63,-6.32,750.04,759.88,743.61,742268,6386480,324728173
2022.7.5,750.95,28.22,729.4,750.98,728.32,936691,5932357,327057896
2022.7.4,722.73,-6.75,733.35,736.73,712.53,867468,5294938,315450102
2022.7.1,729.48,-15.96,748.2,753.45,724.2,798819,5722053,318801893
2022.6.30,745.44,-16.91,762.45,762.45,744.24,910029,6318523,325164482
2022.6.29,762.35,-7.16,759.21,765.79,753.32,819568,5970952,331666597
2022.6.28,769.51,-1.09,770.69,774.8,759.83,978287,6455444,334683635
2022.6.27,770.6,20.3,758,774.57,754.62,893324,6699471,334545525
2022.6.24,750.3,35.92,719.47,750.41,719.47,837119,6287370,334693540
2022.6.23,714.38,-32.58,747.49,751.99,714.38,1260212,8862112,318142287
2022.6.22,746.96,-31.34,783.21,785.23,746.94,1093478,8098718,332276497
2022.6.21,778.3,8.38,774.8,782.55,764.69,1032713,6923152,345680333
2022.6.20,769.92,-28.77,804.48,804.89,763.22,989356,7253469,341761950
2022.6.17,798.69,-3.46,787.97,798.85,780.96,972926,7637003,354177657
2022.6.16,802.15,2.74,812.95,822.31,800.56,997608,7316267,354964982
2022.6.15,799.41,-24.17,822.27,826.3,795.42,1203160,8453536,353596003
2022.6.14,823.58,-5.19,816.25,826.5,804.38,1269494,8533401,364060220
2022.6.13,828.77,-41.09,852.74,852.74,828.76,1264039,8489789,366175792
2022.6.10,869.86,-7.32,869.1,872.09,865.96,1206284,7398896,383891942
2022.6.9,877.18,2.23,873.22,877.18,867.2,1265672,7606511,387105517
2022.6.8,874.95,1.17,877.77,880.73,873.61,1336530,7241277,386754987
2022.6.7,873.78,-17.73,889.07,889.09,873.09,1115605,7162937,386405375
2022.6.3,891.51,0.37,897.08,899.01,890.2,1199287,6980064,394581901
2022.6.2,891.14,-2.22,890.47,892.98,888.45,1182037,6622207,394538694
2022.5.31,893.36,6.92,888.44,893.42,884.11,1316943,7322460,395862739
2022.5.30,886.44,12.47,882.17,886.44,881.46,1020992,6718335,394013364
2022.5.27,873.97,2.54,881.41,883.36,873.21,1275326,7608486,388509325
2022.5.26,871.43,-1.26,876.19,885.12,868.81,947423,7415183,387316345
2022.5.25,872.69,7.62,869.19,877.71,861.92,989300,7382597,388008200
2022.5.24,865.07,-18.52,881.55,883.11,865.05,1099072,8234351,384756657
2022.5.23,883.59,3.71,883.78,884.39,878.9,1077069,8240949,392992008
2022.5.20,879.88,16.08,866.76,880.17,866.76,1076079,8204681,391352319
2022.5.19,863.8,-7.77,853.23,866.61,849.59,1167570,8426404,383985321
2022.5.18,871.57,5.59,872.19,876.82,868.28,1061167,7629686,387421014
2022.5.17,865.98,9.73,857.28,866.21,856.3,913815,5934234,385619998
2022.5.16,856.25,3.17,862.24,866.47,855.45,1010957,6320150,381318247
2022.5.13,853.08,19.42,839.52,853.34,839.52,1011783,7354715,379686572
2022.5.12,833.66,-32.68,855.46,857.75,833.24,1065855,7245357,371074971
2022.5.11,866.34,10.2,853.73,866.81,852.23,1078453,6648178,385206699
2022.5.10,856.14,-4.7,848.08,858.43,831.59,1268868,7626686,380482533
2022.5.9,860.84,-23.38,880.34,880.78,859.73,1121826,6588804,382539249
2022.5.6,884.22,-15.84,888.54,892.43,883.31,1144210,6156156,392854739
2022.5.4,900.06,-7.51,911.16,911.97,899.34,1359365,7237546,399881871
2022.5.3,907.57,5.75,905.05,912.67,905.05,1640456,8358975,402633972
2022.5.2,901.82,-2.93,894.03,903.26,892.54,1227536,6791298,399921905
2022.4.29,904.75,12.53,895.64,904.76,894.62,1457806,7504237,401206971
2022.4.28,892.22,-3.96,900.43,902.02,889.3,1551067,8940771,395601328
2022.4.27,896.18,-14.98,898.02,898.02,888.97,1855183,9413387,397285087
2022.4.26,911.16,11.32,906.59,913.29,906.59,1631935,8624226,403859902
2022.4.25,899.84,-22.94,909.53,911.53,899.83,1425301,8691119,398487565
2022.4.22,922.78,-6.9,922.77,924.16,916.65,1381524,7466490,407887320
2022.4.21,929.68,0.75,930.45,934.26,929.54,1400233,8308883,410430449
2022.4.20,928.93,-2.63,933.29,933.37,927.29,1258909,7096616,409871011
2022.4.19,931.56,13.33,922.6,931.56,922.6,1301363,7714189,410912733
2022.4.18,918.23,-6.21,921.69,923.51,917.53,1099288,6044292,405179743
2022.4.15,924.44,-3.57,921.53,925.13,916.91,1296262,6606186,408167668
2022.4.14,928.01,0.7,930.69,931.81,925.61,1166368,6645179,409395445
2022.4.13,927.31,13.49,915.89,927.33,913.92,1108432,6877377,409147233
2022.4.12,913.82,-8.01,914.28,916.76,905.18,1137435,7007752,403567030
2022.4.11,921.83,-12.9,932.48,934.61,920.75,943672,6407701,406890349
2022.4.8,934.73,6.78,931.98,935.68,924.73,906472,7220461,412680661
2022.4.7,927.95,-15.18,936.92,936.92,925.91,1182004,8336297,409710290
2022.4.6,943.13,-9.34,944.27,947.41,939.82,1405795,8945968,416395345
2022.4.5,952.47,5.15,950.89,953.06,949.46,1639514,8474700,420359516
2022.4.4,947.32,6.75,940.47,947.33,938.45,1089322,6757594,418735952
2022.4.1,940.57,-3.96,940.49,942.22,936.86,1252846,8425958,415795814
2022.3.31,944.53,5.46,936.66,944.92,936.2,1424833,9307446,417317125
2022.3.30,939.07,1.24,942.08,943.3,936.91,1537107,9222847,415191485
2022.3.29,937.83,10.72,932.86,937.83,930.34,1459601,1.04E+07,414362928
2022.3.28,927.11,-7.58,934.18,934.18,926.55,1374926,9545341,409535803
2022.3.25,934.69,2.94,936.94,937.69,933.09,1568700,1.13E+07,412928688
2022.3.24,931.75,1.18,926.29,931.87,920.69,1381162,1.11E+07,411477462
2022.3.23,930.57,5.9,929.35,933.27,927.02,1442826,1.12E+07,410597405
2022.3.22,924.67,6.27,916.7,924.72,914.33,1392364,9800674,407903886
2022.3.21,918.4,-4.56,926.86,926.86,917.93,1333272,8416902,404917201
2022.3.18,922.96,8.83,915.29,922.99,912,1200427,8475000,406720223
2022.3.17,914.13,22.33,903.75,916.22,903.75,1462933,9832703,402564096
2022.3.16,891.8,20.58,881.89,891.8,879.68,1347121,7779377,392806697
2022.3.15,871.22,-1.22,870.33,874.73,866.47,1194864,7817049,383588751
2022.3.14,872.44,-19.27,893.18,893.18,870.81,1154158,9133399,384018877
2022.3.11,891.71,2.63,888.57,894.99,887.28,1128283,7829918,392472709
2022.3.10,889.08,18.94,885.05,892.55,884.98,987431,7435469,391287844
2022.3.8,870.14,-11.4,869.05,881.3,864.69,981992,7405891,382989670
2022.3.7,881.54,-19.42,889.95,889.95,878.45,865671,6334514,387915944
2022.3.4,900.96,-11.36,908.47,909.24,896.84,1000717,7348996,396397810
2022.3.3,912.32,16.87,901.28,912.35,899.85,1059670,8396536,401110115
2022.3.2,895.45,14.38,880.62,896.8,879.03,1039390,6874850,393343010
2022.2.28,881.07,8.09,870.27,881.07,868.91,1071363,6936756,387033876
2022.2.25,872.98,24.77,864.72,872.98,863.47,1373455,8691598,383233820
2022.2.24,848.21,-29.12,869.24,870.58,847.86,1678595,8953088,372262707
2022.2.23,877.33,9.22,873.32,879.98,870.25,1084257,6859833,384957792
2022.2.22,868.11,-16.14,869.08,878.33,865.23,1103602,7066242,380676182
2022.2.21,884.25,2.54,871.23,884.26,865.58,865986,5780450,387158113
2022.2.18,881.71,7.49,862.19,882.01,860.81,953405,6306614,385828184
2022.2.17,874.22,-3.93,879.12,890.78,858.78,1171956,8927374,382333310
2022.2.16,878.15,38.23,857.54,878.15,857.54,876748,7281489,383988705
2022.2.15,839.92,-12.87,855.62,860.4,837.83,1036347,6961354,367242899
2022.2.14,852.79,-24.63,864.49,867.24,850.28,889899,6732108,372833836
2022.2.11,877.42,-18.26,885.31,889.42,877.28,1025547,7707269,383602822
2022.2.10,895.68,-14.85,914.65,914.92,893.21,858885,7714203,391411062
2022.2.9,910.53,15.26,904.07,910.53,900.86,890474,6782622,397834342
2022.2.8,895.27,-4.13,900.7,907.24,887.54,1184930,9593501,391097718
2022.2.7,899.4,-3.47,905.96,905.96,893.91,901975,8037458,392418355
2022.2.4,902.87,11.27,888.51,902.87,886.93,1053337,9138398,393766192
2022.2.3,891.6,18.73,887.85,898.37,887.02,1079998,9307434,388466616
2022.1.28,872.87,23.64,852.57,872.87,835.55,1028108,9071938,380260389
2022.1.27,849.23,-32.86,884.23,885,847.34,1174849,9037590,369827744
2022.1.26,882.09,-7.35,892.01,900.38,881.68,1116984,8871976,384058257
2022.1.25,889.44,-25.96,920.95,923.07,883.17,1286528,8856272,387167442
2022.1.24,915.4,-27.45,935.13,935.13,911.02,1038913,7938016,398458758
2022.1.21,942.85,-15.85,950.67,958.38,937.48,1128911,7949730,409743138
2022.1.20,958.7,24.8,934,958.7,933.97,1043809,7188207,416429842
2022.1.19,933.9,-10.04,935.06,944.81,929.15,1224552,7749004,405062938
2022.1.18,943.94,-13.96,959.98,969.17,942.11,1070286,8179885,409390939
2022.1.17,957.9,-13.49,971.81,971.81,954.82,1111748,7852818,415424862
2022.1.14,971.39,-11.86,971.11,977.69,967.19,1367327,9305694,421694680
2022.1.13,983.25,-8.08,994.55,994.55,981.31,1235146,1.00E+07,426726340
2022.1.12,991.33,21.41,978.69,991.71,978.69,1158100,9981838,430201006
2022.1.11,969.92,-10.46,982.44,985.13,962.91,1280482,9752763,420951313
2022.1.10,980.38,-14.78,992.49,992.49,976.41,1270478,9536208,425456621
2022.1.7,995.16,14.86,986.18,997.02,986.18,1470713,9820275,431724178
2022.1.6,980.3,-29.32,993.6,1003.01,979.83,1461245,1.19E+07,424544649
2022.1.5,1009.62,-22.04,1029.12,1029.12,1007.84,1500451,1.20E+07,436918828
2022.1.4,1031.66,-6.17,1041.07,1041.29,1025.23,1324121,1.21E+07,445673977
2022.1.3,1037.83,3.85,1038.97,1039.67,1030.57,1054530,1.01E+07,448123660
2021.12.30,1033.98,5.93,1029.74,1034.87,1021.59,907418,1.01E+07,446297030
2021.12.29,1028.05,0.61,1028.46,1034.05,1022.73,950937,1.17E+07,443469160
2021.12.28,1027.44,16.08,1016.29,1027.45,1014.39,1286746,1.32E+07,444227877
2021.12.27,1011.36,3.94,1008.9,1013.7,1006.87,1151529,1.00E+07,437280772
2021.12.24,1007.42,4.11,1008.05,1010.98,1005.61,1235764,1.09E+07,439628750
2021.12.23,1003.31,3.18,1004.45,1007.42,1001.48,1435843,1.19E+07,437820806
2021.12.22,1000.13,3.53,1004.1,1005.23,999.05,1182499,1.09E+07,436198794
2021.12.21,996.6,6.09,994.53,997.3,982.43,1371818,1.18E+07,434549270
2021.12.20,990.51,-10.75,1001.17,1004.75,990.51,1009821,1.06E+07,431776419
2021.12.17,1001.26,-6.6,1001.51,1005.36,995.93,1095248,1.03E+07,436220015
2021.12.16,1007.86,4.34,1013.05,1016.32,1006.9,1336914,1.24E+07,438852180
2021.12.15,1003.52,0.71,1002.18,1007.44,999.21,1125306,1.04E+07,436595791
2021.12.14,1002.81,-3.15,1001.11,1007.73,996.85,1081581,1.03E+07,436213478
2021.12.13,1005.96,-5.61,1014.27,1014.9,1005.96,1339323,1.15E+07,437471423
2021.12.10,1011.57,-11.3,1016.34,1018.42,1010.02,1153421,1.11E+07,439846924
2021.12.9,1022.87,16.83,1009.29,1022.87,1009.29,1060993,1.11E+07,443671152
2021.12.8,1006.04,9.4,1006.61,1012.64,1003.92,1065607,1.20E+07,436475610
2021.12.7,996.64,4.77,996.89,999.52,991.07,1017251,1.12E+07,432398082
2021.12.6,991.87,-6.6,990.07,994.15,980.87,1060488,1.04E+07,430237685
2021.12.3,998.47,21.04,981.65,998.49,977.91,1211827,1.06E+07,433213611
2021.12.2,977.43,0.28,967.34,978.16,961.98,1091537,1.23E+07,423999642
2021.12.1,977.15,11.52,969.9,977.73,949.86,1079798,1.22E+07,423861520
2021.11.30,965.63,-26.71,1003.04,1004.83,960.84,1356752,1.54E+07,418808273
2021.11.29,992.34,-13.55,986.64,1002.79,980.26,1347690,1.30E+07,429666319
2021.11.26,1005.89,-9.77,1017.9,1021.15,999.4,1239981,1.41E+07,435589065
2021.11.25,1015.66,-4.47,1023.41,1025.9,1015.62,1097456,1.16E+07,439680920
2021.11.24,1020.13,6.41,1015.23,1021.13,1003.19,1023600,1.12E+07,442042986
2021.11.23,1013.72,-18.59,1024.33,1029.08,1012.95,1037748,1.17E+07,439265360
2021.11.22,1032.31,-9.61,1043.55,1045.36,1023.13,1320324,1.45E+07,447133258
2021.11.19,1041.92,9.15,1032.07,1042.4,1029.54,1268957,1.34E+07,450938407
2021.11.18,1032.77,1.51,1033.16,1034.51,1018.13,1467430,1.49E+07,446203604
2021.11.17,1031.26,-4.2,1039.36,1039.36,1028.02,1410241,1.61E+07,445377127
2021.11.16,1035.46,6.43,1029.35,1035.98,1027.07,995271,1.34E+07,446578961
2021.11.15,1029.03,19.96,1016.35,1029.07,1016.16,932603,1.17E+07,444075252
2021.11.12,1009.07,16.42,999.29,1009.15,998.14,856018,1.20E+07,435405394
2021.11.11,992.65,4.9,981.42,994.69,979.68,1108640,1.29E+07,427847549
2021.11.10,987.75,-20.93,1006.59,1006.9,983.82,1476503,1.44E+07,425780255
2021.11.9,1008.68,6.18,1002.51,1010.79,1002.51,1245497,1.17E+07,433588444
2021.11.8,1002.5,1.15,999.08,1003.18,988.36,1254165,1.04E+07,430895728
2021.11.5,1001.35,-0.08,1006.04,1006.04,995.35,1253705,1.13E+07,430421532
2021.11.4,1001.43,-3.57,1012.62,1015.72,995.73,1227813,1.14E+07,430353455
2021.11.3,1005,-4.44,1011.2,1013.68,1003.66,1099572,1.03E+07,432055399
2021.11.2,1009.44,10.87,1000.96,1012.2,1000.96,1399931,1.08E+07,433942487
2021.11.1,998.57,6.24,995.56,1001.25,994.28,1173730,1.09E+07,429084559
2021.10.29,992.33,-7.8,1004.91,1005.19,991.03,1318559,1.04E+07,425205955
2021.10.28,1000.13,-8.82,1008.93,1011.5,999.59,1311944,1.14E+07,428184000
2021.10.27,1008.95,-2.81,1012.91,1013.17,1006.03,1273225,1.12E+07,431939999
2021.10.26,1011.76,17.45,1000.32,1011.76,1000.29,1330617,9991541,432990292
2021.10.25,994.31,-0.76,994.75,995.39,986.55,1061836,8737161,425437549
2021.10.22,995.07,1.37,992.22,1000.15,989.43,1161758,1.08E+07,425781067
2021.10.21,993.7,-7.92,1003.48,1004.61,992.04,1559957,1.18E+07,424749091
2021.10.20,1001.62,-3.73,1009.11,1011.55,1001.1,1552193,1.18E+07,427826189
2021.10.19,1005.35,11.49,997.57,1005.35,997.1,1375184,1.22E+07,429310539
2021.10.18,993.86,3.32,992.57,997.92,985.14,1188921,9740208,424330515
2021.10.15,990.54,7.11,990.24,992.16,981.83,1365015,1.18E+07,422904129
2021.10.14,983.43,29.96,960.58,983.63,960.52,1191420,1.11E+07,419563014
2021.10.13,953.47,13.32,939.4,954.63,939.28,1049503,9340620,406746303
2021.10.12,940.15,-12.96,951.12,951.12,936.95,1142384,8629241,401105991
2021.10.8,953.11,-0.32,959.81,961.72,948.02,1339875,1.12E+07,406605402
2021.10.7,953.43,31.07,932.65,953.48,932.32,1353557,1.07E+07,406545806
2021.10.6,922.36,-33.01,962.62,967.67,922.36,1651916,1.33E+07,392727529
2021.10.5,955.37,-27.83,974.24,974.24,950.09,1346265,1.17E+07,405150028
2021.10.1,983.2,-20.07,998.7,1002.68,982.26,1371271,1.18E+07,416951984
2021.9.30,1003.27,1.81,1001.92,1010.03,999.58,1290217,1.04E+07,425618382
2021.9.29,1001.46,-11.05,994.61,1004.85,989.07,1313134,1.02E+07,424692994
2021.9.28,1012.51,-22.31,1034.04,1034.07,1012.51,1396083,1.11E+07,428895986
2021.9.27,1034.82,-2.21,1037.21,1039.63,1031.93,1045960,9391058,438030980
2021.9.24,1037.03,0.77,1040.43,1045.21,1034.8,1306784,1.16E+07,438342790
2021.9.23,1036.26,-9.86,1040.38,1043.58,1036.25,968175,8944857,437574971
2021.9.17,1046.12,6.69,1040.73,1046.13,1033.69,1160928,1.00E+07,441460080
2021.9.16,1039.43,-3.36,1047.85,1048.37,1037.72,1131796,9824587,438749515
2021.9.15,1042.79,5.05,1039.57,1044.26,1038.8,1438562,1.10E+07,440310242
2021.9.14,1037.74,11.4,1029.57,1038.94,1028.4,1157085,1.08E+07,438236418
2021.9.13,1026.34,-11.57,1036.86,1037.5,1023.98,1261320,1.13E+07,433474435
2021.9.10,1037.91,3.29,1035.86,1039.73,1026.97,1378379,1.13E+07,438788954
2021.9.9,1034.62,-2.6,1033.97,1042.04,1027.64,1414153,1.11E+07,436799116
2021.9.8,1037.22,-17.21,1053.46,1053.46,1037.22,1479336,1.15E+07,437821726
2021.9.7,1054.43,1.47,1054.03,1054.76,1049.8,1568516,1.19E+07,444754597
2021.9.6,1052.96,-0.89,1056.3,1056.3,1049.27,1331556,1.09E+07,444024963
2021.9.3,1053.85,6.66,1049.81,1054.53,1047.12,1435361,1.21E+07,444098820
2021.9.2,1047.19,1.21,1048.15,1048.2,1042.36,1292477,1.14E+07,441259857
2021.9.1,1045.98,7.65,1038.09,1046,1035.09,1145479,1.20E+07,440812885
2021.8.31,1038.33,6.49,1032.77,1038.33,1026.36,1243474,1.36E+07,438022823
2021.8.30,1031.84,8.33,1030.65,1035.77,1027.84,1178121,1.22E+07,435388316
2021.8.27,1023.51,3.07,1017.36,1027.26,1014.1,1298908,1.14E+07,431572259
2021.8.26,1020.44,2.66,1020.85,1026.26,1015.91,1081654,1.12E+07,430319914
2021.8.25,1017.78,4.6,1017.96,1017.96,1006.98,1225841,1.08E+07,429489098
2021.8.24,1013.18,20,1002.19,1015.09,1000.72,1326077,1.24E+07,427039372
2021.8.23,993.18,25.28,977.87,996.23,969.48,993511,1.03E+07,419217756
2021.8.20,967.9,-23.25,997.02,1000.67,964.02,1266099,1.22E+07,408591997
2021.8.19,991.15,-29.93,1013.93,1022.77,991.13,1401855,1.21E+07,416692695
2021.8.18,1021.08,10.03,1006.8,1022.09,999.26,1095405,1.17E+07,428808323
2021.8.17,1011.05,-29.73,1039.66,1039.66,1009.21,1176479,1.23E+07,424665454
2021.8.13,1040.78,-13.31,1054.28,1054.46,1024.48,1372315,1.30E+07,436624809
