날짜,종가,대비,시가,고가,저가,거래량,거래대금,상장시가총액
2023.1.4,2255.98,37.3,2205.98,2260.06,2198.82,412841,6487598,1783808766
2023.1.3,2218.68,-6.99,2230.98,2230.98,2180.67,410245,6149083,1753771077
2023.1.2,2225.67,-10.73,2249.95,2259.88,2222.37,346345,5200138,1759241800
2022.12.29,2236.4,-44.05,2265.73,2272.67,2236.38,361194,6036542,1767235221
2022.12.28,2280.45,-52.34,2296.45,2296.45,2276.9,405894,7566893,1801877943
2022.12.27,2332.79,15.65,2327.52,2335.99,2321.48,448499,7126994,1844141209
2022.12.26,2317.14,3.45,2312.54,2321.92,2304.2,427845,5205750,1831727640
2022.12.23,2313.69,-43.04,2325.86,2333.08,2311.9,366989,5935798,1829395536
2022.12.22,2356.73,27.78,2340,2356.73,2335.75,553053,9460859,1863411614
2022.12.21,2328.95,-4.34,2346.39,2347,2325.78,329724,5102490,1840550909
2022.12.20,2333.29,-18.88,2344.73,2353.86,2324.66,358771,5335838,1844296008
2022.12.19,2352.17,-7.85,2350.78,2358.76,2342.28,323987,5018052,1859031541
2022.12.16,2360.02,-0.95,2329.75,2360.44,2326.83,414172,7206180,1865107455
2022.12.15,2360.97,-38.28,2383.83,2392.11,2360.95,375386,6134217,1865842784
2022.12.14,2399.25,26.85,2380.81,2400.18,2379.44,409799,5724107,1895655041
2022.12.13,2372.4,-0.62,2385.05,2388.27,2364.87,447565,6659361,1874838728
2022.12.12,2373.02,-16.02,2373.58,2381.87,2368.47,499225,5822260,1875700661
2022.12.9,2389.04,17.96,2382.73,2390.08,2367.25,315674,7220198,1888379556
2022.12.8,2371.08,-11.73,2386.9,2387.95,2357.2,351939,7552997,1873438918
2022.12.7,2382.81,-10.35,2385.87,2394.88,2377.98,332587,6080662,1882795765
2022.12.6,2393.16,-26.16,2397.7,2416.88,2390.2,368636,6477022,1891336961
2022.12.5,2419.32,-15.01,2442.17,2442.22,2413.05,385586,7717406,1911915923
2022.12.2,2434.33,-45.51,2471.5,2471.5,2434.33,468847,7328393,1924204751
2022.12.1,2479.84,7.31,2501.43,2501.43,2474.33,491383,8850099,1959622743
2022.11.30,2472.53,39.14,2424.44,2472.53,2421.42,594127,1.25E+07,1953840810
2022.11.29,2433.39,25.12,2405.54,2433.87,2401.1,550175,6533346,1923006248
2022.11.28,2408.27,-29.59,2425.05,2425.65,2401.95,350497,6462501,1903723176
2022.11.25,2437.86,-3.47,2442.21,2449.66,2433.57,438394,6347579,1926846987
2022.11.24,2441.33,23.32,2437.51,2441.33,2428.12,481185,6849559,1929930653
2022.11.23,2418.01,12.74,2424.36,2427.28,2407.58,474789,7477108,1911397949
2022.11.22,2405.27,-14.23,2405.96,2426.4,2401.5,539169,7253676,1901129947
2022.11.21,2419.5,-24.98,2446.05,2448.14,2409.36,544529,7049427,1912994305
2022.11.18,2444.48,1.58,2448.13,2471.87,2442.87,589586,7444437,1932865881
2022.11.17,2442.9,-34.55,2466.5,2467.39,2442.9,914519,8556989,1931710185
2022.11.16,2477.45,-2.88,2487,2487,2446.79,657834,9880428,1959009891
2022.11.15,2480.33,5.68,2482.76,2485.2,2463.65,617401,9308852,1959323045
2022.11.14,2474.65,-8.51,2485.18,2499.43,2470.6,731166,1.12E+07,1954401825
2022.11.11,2483.16,80.93,2466.9,2486.46,2463.51,758248,1.39E+07,1960950353
2022.11.10,2402.23,-22.18,2405.77,2426.1,2401.99,899127,9344425,1897654097
2022.11.9,2424.41,25.37,2408.54,2429.65,2403.64,680722,9342672,1915468947
2022.11.8,2399.04,27.25,2387.2,2400.39,2375.67,500088,8601453,1894800321
2022.11.7,2371.79,23.36,2360.22,2373.28,2354.22,392509,8059881,1872576585
2022.11.4,2348.43,19.26,2325.85,2348.43,2316.29,436430,7927339,1853798828
2022.11.3,2329.17,-7.7,2297.45,2342.86,2296.44,550428,9273251,1838688384
2022.11.2,2336.87,1.65,2326.05,2346.32,2323.37,450635,9568101,1844237342
2022.11.1,2335.22,41.61,2301.58,2335.57,2297.57,597206,9476615,1842767623
2022.10.31,2293.61,25.21,2293.75,2295.51,2273.73,401400,8679296,1810255609
2022.10.28,2268.4,-20.38,2276.73,2292.65,2266.44,427245,8289371,1789451214
2022.10.27,2288.78,39.22,2266.07,2290.56,2262.02,587872,8435337,1806510988
2022.10.26,2249.56,14.49,2240.7,2258.11,2234.49,563442,7492743,1776494531
2022.10.25,2235.07,-1.09,2237.04,2253.24,2230.75,456770,7030017,1765049718
2022.10.24,2236.16,23.04,2248.26,2256.67,2229.85,444820,6846985,1765515578
2022.10.21,2213.12,-4.97,2210.59,2224.04,2204.64,637486,6228174,1747594294
2022.10.20,2218.09,-19.35,2225.53,2231.52,2200.44,1108103,8325030,1751305188
2022.10.19,2237.44,-12.51,2249.35,2266.8,2234.59,895161,7738879,1765921333
2022.10.18,2249.95,30.24,2249.15,2251.74,2220.71,580892,7249919,1775708706
2022.10.17,2219.71,7.16,2187.17,2221.05,2177.66,498781,6526810,1752293076
2022.10.14,2212.55,49.68,2200.66,2220.54,2193.63,513524,7161818,1745972217
2022.10.13,2162.87,-39.6,2198.29,2198.34,2162.87,792452,7169779,1707061504
2022.10.12,2202.47,10.4,2191.35,2205.02,2181.65,658348,7409131,1737572148
2022.10.11,2192.07,-40.77,2193.02,2193.05,2174.06,859509,7867859,1729423095
2022.10.7,2232.84,-5.02,2217.84,2245.88,2215.08,428683,7831444,1761987171
2022.10.6,2237.86,22.64,2230.43,2250.87,2223.36,643016,6850065,1765200352
2022.10.5,2215.22,5.84,2248.85,2253.93,2204.03,855790,9509080,1747613734
2022.10.4,2209.38,53.89,2189.51,2212.38,2180.84,421003,7500281,1741825455
2022.9.30,2155.49,-15.44,2161.11,2177.2,2134.77,950270,7923751,1698450563
2022.9.29,2170.93,1.64,2197.75,2210.61,2170.14,508501,7240707,1710780971
2022.9.28,2169.29,-54.57,2206.15,2223.56,2151.6,596136,9208350,1709335980
2022.9.27,2223.86,2.92,2224.39,2227.35,2197.9,487940,8005557,1752262101
2022.9.26,2220.94,-69.06,2260.8,2260.8,2215.36,621995,9461818,1750077524
2022.9.23,2290,-42.31,2331.33,2334.06,2285.71,446461,7416796,1804499960
2022.9.22,2332.31,-14.9,2319.7,2335.11,2309.1,446820,7413267,1837164890
2022.9.21,2347.21,-20.64,2351.54,2360.27,2341.79,378165,6269073,1849097413
2022.9.20,2367.85,12.19,2373.64,2382.52,2359.84,419340,7013236,1865526657
2022.9.19,2355.66,-27.12,2388.73,2389.85,2352.76,403937,6885919,1856704766
2022.9.16,2382.78,-19.05,2387.56,2395.1,2371.11,440799,8690464,1877514132
2022.9.15,2401.83,-9.59,2416.01,2421.63,2401.83,424111,7432764,1892386625
2022.9.14,2411.42,-38.12,2390.47,2418.42,2381.5,461508,7625505,1900212543
2022.9.13,2449.54,65.26,2418.59,2453.95,2418.59,367103,9165153,1930515175
2022.9.8,2384.28,7.82,2393.27,2394.06,2379.06,423621,9208735,1879133852
2022.9.7,2376.46,-33.56,2395.66,2398.4,2365.35,378200,7530890,1872365971
2022.9.6,2410.02,6.34,2409.72,2422.53,2399.26,294224,5476236,1898174386
2022.9.5,2403.68,-5.73,2410.07,2424.77,2392.63,354738,6277834,1893408648
2022.9.2,2409.41,-6.2,2427.7,2432.37,2402.67,391599,7214620,1899054383
2022.9.1,2415.61,-56.44,2443,2443.61,2415.61,580021,8452318,1904334718
2022.8.31,2472.05,21.12,2433.47,2473.75,2426.14,436247,9562592,1948130001
2022.8.30,2450.93,24.04,2441.21,2453.91,2433.48,336555,6826615,1932045596
2022.8.29,2426.89,-54.14,2432.06,2432.89,2417.01,448746,7891467,1913225190
2022.8.26,2481.03,3.77,2489.14,2497.76,2476.75,520091,8628665,1955296364
2022.8.25,2477.26,29.81,2459.79,2477.26,2455.32,426230,7286329,1951737898
2022.8.24,2447.45,12.11,2446.18,2454.01,2430.69,423502,8119784,1928432688
2022.8.23,2435.34,-27.16,2449.31,2454.55,2431.83,471166,7560708,1919622194
2022.8.22,2462.5,-30.19,2467.38,2475.77,2457.08,422552,6108019,1940547399
2022.8.19,2492.69,-15.36,2510.72,2510.72,2492.69,459835,7138648,1963842895
2022.8.18,2508.05,-8.42,2499.3,2515.37,2488.09,381628,7105985,1976095948
2022.8.17,2516.47,-17.05,2536.57,2543.15,2512.01,418053,7153680,1982238266
2022.8.16,2533.52,5.58,2543.05,2546.35,2532.2,398335,8064107,1995548135
2022.8.12,2527.94,4.16,2519.66,2533.2,2514.31,445547,8028577,1990518588
2022.8.11,2523.78,42.9,2507.74,2523.78,2506.41,505246,9710840,1986815489
2022.8.10,2480.88,-22.58,2493.7,2494.15,2478.21,479467,9029482,1953610456
2022.8.9,2503.46,10.36,2493.57,2506.49,2481.36,454364,8940803,1971839855
2022.8.8,2493.1,2.3,2481.17,2494,2477.76,418234,7613758,1964010918
2022.8.5,2490.8,17.69,2481.43,2497.58,2480.05,409776,7561092,1962992758
2022.8.4,2473.11,11.66,2478.44,2478.95,2465.32,399965,7506315,1948549233
2022.8.3,2461.45,21.83,2438.56,2461.45,2433.12,475302,6751539,1939571960
2022.8.2,2439.62,-12.63,2451,2451.07,2428.76,549924,7266264,1922819214
2022.8.1,2452.25,0.75,2444.05,2461.4,2437.13,487160,7509598,1932452046
2022.7.29,2451.5,16.23,2453.53,2463.05,2442.01,499369,1.03E+07,1931903737
2022.7.28,2435.27,19.74,2437.57,2443.43,2429.07,491073,9196435,1919419877
2022.7.27,2415.53,2.57,2412.52,2415.53,2396.19,333588,7049803,1903522364
2022.7.26,2412.96,9.27,2397.27,2415.39,2395.17,415671,6240741,1901214430
2022.7.25,2403.69,10.55,2385.65,2412.47,2385.65,323091,5959859,1894263511
2022.7.22,2393.14,-16.02,2405.37,2417.91,2391.48,381597,6973851,1886496918
2022.7.21,2409.16,22.31,2387.91,2411.96,2387.91,295624,6309071,1899062118
2022.7.20,2386.85,15.88,2406.29,2410.06,2382.65,333329,7434804,1881643043
2022.7.19,2370.97,-4.28,2367.52,2372.74,2359.59,339378,6556191,1869397060
2022.7.18,2375.25,44.27,2350.48,2376.5,2344.12,324357,7104661,1873107660
2022.7.15,2330.98,8.66,2335.12,2337.3,2293.45,319675,7383211,1837255296
2022.7.14,2322.32,-6.29,2316.41,2338.29,2307.69,349138,6539857,1829593432
2022.7.13,2328.61,10.85,2324.45,2341.19,2312.49,308806,5998501,1832979142
2022.7.12,2317.76,-22.51,2330.88,2333.02,2303.74,379308,6369258,1824994120
2022.7.11,2340.27,-10.34,2357.43,2363.26,2337.82,377108,6301234,1843259953
2022.7.8,2350.61,16.34,2352.49,2367.84,2348.74,411425,7008118,1850893574
2022.7.7,2334.27,42.26,2308.97,2344.14,2307.9,340173,7652636,1837885178
2022.7.6,2292.01,-49.77,2330.11,2332.14,2290.33,410732,8919472,1804225454
2022.7.5,2341.78,41.44,2322.11,2344.08,2309.62,323905,6890579,1842519185
2022.7.4,2300.34,-5.08,2310.73,2318.31,2276.63,467960,7339365,1810669975
2022.7.1,2305.42,-27.22,2342.92,2354.97,2291.49,530346,8687669,1814290028
2022.6.30,2332.64,-45.35,2368.57,2368.57,2332.59,515396,8923481,1835493487
2022.6.29,2377.99,-44.1,2387.1,2393.25,2375.45,422127,7965810,1871275786
2022.6.28,2422.09,20.17,2405.2,2422.1,2393.96,564986,7193434,1906214561
2022.6.27,2401.92,35.32,2383.2,2418.94,2365.86,510587,7656358,1890525945
2022.6.24,2366.6,52.28,2327.11,2373.48,2319.99,654446,8469156,1862320800
2022.6.23,2314.32,-28.49,2347.84,2361.23,2306.48,749661,1.02E+07,1821183820
2022.6.22,2342.81,-66.12,2417.11,2418.05,2342.81,532139,8690134,1843888862
2022.6.21,2408.93,17.9,2402.99,2423.48,2385.6,479678,7440755,1894965517
2022.6.20,2391.03,-49.9,2449.89,2449.89,2372.35,592702,9092289,1881482848
2022.6.17,2440.93,-10.48,2409.72,2441.34,2396.47,634897,1.12E+07,1921148560
2022.6.16,2451.41,4.03,2481.66,2500.36,2447.33,584041,9588187,1931070978
2022.6.15,2447.38,-45.59,2490.01,2495.54,2436.04,714143,9936928,1926857817
2022.6.14,2492.97,-11.54,2472.96,2503.17,2457.39,671757,9992820,1962993357
2022.6.13,2504.51,-91.36,2550.21,2550.32,2504.51,660309,1.03E+07,1972203678
2022.6.10,2595.87,-29.57,2596.37,2602.8,2583.74,724090,8285964,2043213222
2022.6.9,2625.44,-0.71,2618.92,2627.88,2606.61,814883,1.09E+07,2066451297
2022.6.8,2626.15,-0.19,2633.53,2639.52,2621.96,576390,7964335,2066742737
2022.6.7,2626.34,-44.31,2659.27,2662.04,2622.78,524710,8948924,2067165431
2022.6.3,2670.65,11.66,2679.57,2681.51,2663,562470,7566758,2101703362
2022.6.2,2658.99,-26.91,2670.74,2674,2653.59,525259,7860485,2092789271
2022.5.31,2685.9,16.24,2666.88,2685.9,2654.32,671679,1.40E+07,2113784329
2022.5.30,2669.66,31.61,2662.31,2672.74,2654.18,469798,7473952,2101290667
2022.5.27,2638.05,25.6,2640.75,2644.71,2631.49,590814,8028159,2076115881
2022.5.26,2612.45,-4.77,2616.99,2641.91,2602.01,595849,8613524,2056303508
2022.5.25,2617.22,11.35,2621.75,2630.17,2602.94,712611,8353419,2059889816
2022.5.24,2605.87,-41.51,2638.94,2646.99,2605.87,851236,8703526,2050778685
2022.5.23,2647.38,8.09,2651.63,2653.87,2634.29,644205,7815204,2083210177
2022.5.20,2639.29,46.95,2605.78,2641.68,2605.38,755653,9634339,2077558136
2022.5.19,2592.34,-33.64,2576.24,2597.79,2568.54,677595,9883990,2041376481
2022.5.18,2625.98,5.54,2634.75,2644.13,2618,870268,1.00E+07,2067575122
2022.5.17,2620.44,23.86,2603.58,2621.84,2603.58,873519,9658877,2062679874
2022.5.16,2596.58,-7.66,2624.69,2629.2,2593.61,780199,8528537,2043528753
2022.5.13,2604.24,54.16,2570.01,2605.84,2565.96,788539,1.03E+07,2049292684
2022.5.12,2550.08,-42.19,2569.5,2591.57,2546.8,900331,1.22E+07,2007195727
2022.5.11,2592.27,-4.29,2586.52,2599.11,2579.09,679510,8608259,2040258394
2022.5.10,2596.56,-14.25,2590.13,2602.75,2553.01,841463,1.08E+07,2043673173
2022.5.9,2610.81,-33.7,2634.32,2642.75,2606.08,892653,9289661,2055162929
2022.5.6,2644.51,-33.06,2650.89,2652.51,2635.97,1333936,1.06E+07,2081320428
2022.5.4,2677.57,-2.89,2690.45,2696.03,2667.23,1181020,9903934,2107550083
2022.5.3,2680.46,-6.99,2690.16,2702.1,2680.46,883403,9199338,2109346131
2022.5.2,2687.45,-7.6,2669.21,2689.91,2667.85,873723,9075649,2114441740
2022.4.29,2695.05,27.56,2669.18,2696.1,2664.06,975253,1.27E+07,2119864985
2022.4.28,2667.49,28.43,2656.54,2667.49,2638.37,899169,1.25E+07,2097782080
2022.4.27,2639.06,-29.25,2630.58,2641.82,2615.5,1072367,1.26E+07,2070445708
2022.4.26,2668.31,11.18,2674,2678.05,2663.83,889942,1.08E+07,2093885341
2022.4.25,2657.13,-47.58,2676.67,2680.35,2657.04,1018005,1.17E+07,2085607419
2022.4.22,2704.71,-23.5,2704.72,2708.58,2690.48,1239910,1.21E+07,2122781766
2022.4.21,2728.21,9.52,2725.71,2737.54,2725.04,1002973,1.15E+07,2140416801
2022.4.20,2718.69,-0.2,2718.49,2724.46,2702.84,1736283,1.23E+07,2132905875
2022.4.19,2718.89,25.68,2707.76,2723.98,2705.32,1257385,9779975,2133070296
2022.4.18,2693.21,-2.85,2685.04,2701.11,2681.37,1024915,9050332,2112795552
2022.4.15,2696.06,-20.65,2695.52,2705.41,2685.01,693718,9570268,2114429291
2022.4.14,2716.71,0.22,2719.34,2720.3,2702.61,665351,1.14E+07,2130735885
2022.4.13,2716.49,49.73,2677.53,2717.63,2672.6,733241,9645446,2131314721
2022.4.12,2666.76,-26.34,2674.17,2685.08,2658.4,870970,9853720,2092582277
2022.4.11,2693.1,-7.29,2687.54,2711.02,2683.96,742602,8831630,2113756558
2022.4.8,2700.39,4.53,2706.64,2712,2685.52,948355,1.03E+07,2119201356
2022.4.7,2695.86,-39.17,2714.7,2718.5,2693.36,999276,1.23E+07,2116922779
2022.4.6,2735.03,-24.17,2739.07,2747.85,2730.66,1321645,1.10E+07,2147029119
2022.4.5,2759.2,1.3,2765.5,2769.18,2750.5,1605994,9933181,2165864596
2022.4.4,2757.9,18.05,2729.86,2758.38,2722.45,1022971,9744918,2164964282
2022.4.1,2739.85,-17.8,2745.85,2745.85,2729.68,1305564,1.07E+07,2151279538
2022.3.31,2757.65,10.91,2743.24,2765.2,2743.2,1030289,9729367,2164962824
2022.3.30,2746.74,5.67,2758.31,2760.6,2740.02,840134,1.11E+07,2156901356
2022.3.29,2741.07,11.51,2745.62,2754.18,2733.22,732159,1.00E+07,2152615774
2022.3.28,2729.56,-0.42,2721.22,2737.46,2707.74,768043,9801744,2143333164
2022.3.25,2729.98,0.32,2740.83,2740.95,2722.36,602771,1.08E+07,2143377809
2022.3.24,2729.66,-5.39,2716.25,2729.66,2705.14,960898,1.32E+07,2142618011
2022.3.23,2735.05,25.05,2727.12,2742.27,2720.83,883376,1.18E+07,2146408436
2022.3.22,2710,23.95,2686.68,2712.14,2686.58,489442,9367506,2127002890
2022.3.21,2686.05,-20.97,2717.81,2717.81,2683.69,502402,8693850,2109394247
2022.3.18,2707.02,12.51,2695.64,2708.16,2688.71,644017,1.14E+07,2125657537
2022.3.17,2694.51,35.28,2703.27,2714,2694.51,546079,1.19E+07,2116541927
2022.3.16,2659.23,37.7,2649.85,2659.9,2630.03,736354,9310851,2088519368
2022.3.15,2621.53,-24.12,2630.31,2641.97,2615.08,604182,9583002,2059389990
2022.3.14,2645.65,-15.63,2654.93,2661.76,2633.31,636324,1.20E+07,2078071441
2022.3.11,2661.28,-19.04,2665.95,2672.62,2647.28,797034,1.24E+07,2090547969
2022.3.10,2680.32,57.92,2660.86,2682.79,2660.86,613810,1.37E+07,2105097714
2022.3.8,2622.4,-28.91,2617.33,2647.18,2605.81,540370,1.17E+07,2060695940
2022.3.7,2651.31,-62.12,2680.17,2680.17,2644.1,571562,1.21E+07,2083197353
2022.3.4,2713.43,-33.65,2736.58,2736.58,2702.34,765676,1.24E+07,2132467179
2022.3.3,2747.08,43.56,2729.86,2748.21,2726.35,614515,1.06E+07,2156827002
2022.3.2,2703.52,4.34,2698.31,2716.46,2692.24,527950,1.10E+07,2123032520
2022.2.28,2699.18,22.42,2663,2699.18,2658.25,613470,1.29E+07,2120187754
2022.2.25,2676.76,27.96,2678.47,2694.81,2665.96,664347,1.22E+07,2103963329
2022.2.24,2648.8,-70.73,2689.28,2694.55,2642.63,926400,1.36E+07,2082126695
2022.2.23,2719.53,12.74,2727.43,2729.56,2705.31,537841,9138534,2137367310
2022.2.22,2706.79,-37.01,2705.08,2721.84,2690.09,648401,1.06E+07,2127945076
2022.2.21,2743.8,-0.72,2706.65,2746.62,2694.9,495301,7896734,2156626849
2022.2.18,2744.52,0.43,2714.52,2747.08,2711.88,513521,8508342,2157425759
2022.2.17,2744.09,14.41,2735.11,2770.66,2711.99,611422,1.18E+07,2157575548
2022.2.16,2729.68,53.14,2719.61,2730.43,2711.34,422366,8389883,2146197286
2022.2.15,2676.54,-27.94,2712.45,2716.45,2665.47,589039,9435834,2104887624
2022.2.14,2704.48,-43.23,2715.1,2724.72,2688.24,616343,1.16E+07,2126853150
2022.2.11,2747.71,-24.22,2739.14,2766.7,2735.08,480520,1.10E+07,2161381267
2022.2.10,2771.93,3.08,2787.44,2788.27,2761.76,509611,1.28E+07,2179937247
2022.2.9,2768.85,22.38,2772.63,2773.38,2753.51,539124,1.03E+07,2176095838
2022.2.8,2746.47,1.41,2767.76,2779.85,2726.72,560534,1.18E+07,2158494534
2022.2.7,2745.06,-5.2,2750.7,2750.7,2718.94,417838,1.13E+07,2157575112
2022.2.4,2750.26,42.44,2714.83,2751.8,2712.87,536149,1.14E+07,2162189762
2022.2.3,2707.82,44.48,2706.34,2735.34,2702.78,435710,1.25E+07,2129673299
2022.1.28,2663.34,48.85,2617.87,2668.59,2591.53,434187,1.38E+07,2094859102
2022.1.27,2614.49,-94.75,2709.24,2722.86,2614.49,487727,2.05E+07,2056788549
2022.1.26,2709.24,-11.15,2729.75,2744.14,2708.1,472651,8978727,2007683222
2022.1.25,2720.39,-71.61,2786.41,2789.62,2703.99,639959,1.17E+07,2016270364
2022.1.24,2792,-42.29,2823.76,2828.11,2780.68,473993,9304491,2068283398
2022.1.21,2834.29,-28.39,2837.49,2847.95,2817.11,532753,1.07E+07,2098926813
2022.1.20,2862.68,20.4,2842.28,2862.7,2830.97,395669,8872018,2119405878
2022.1.19,2842.28,-21.96,2840.34,2871.79,2832.18,463829,9649067,2105223650
2022.1.18,2864.24,-25.86,2898.98,2902.79,2857.26,554041,1.00E+07,2121897006
2022.1.17,2890.1,-31.82,2918.55,2919.67,2875.98,593261,1.04E+07,2141590251
2022.1.14,2921.92,-40.17,2937.61,2944.97,2914.73,532668,1.08E+07,2164996763
2022.1.13,2962.09,-10.39,2979.91,2982.14,2958.39,604871,1.15E+07,2193799600
2022.1.12,2972.48,45.1,2950.78,2972.58,2950.31,519501,1.09E+07,2200967250
2022.1.11,2927.38,0.66,2930.93,2943.57,2909.82,566172,1.06E+07,2168032047
2022.1.10,2926.72,-28.17,2947.37,2951.12,2910.9,477400,1.04E+07,2166763875
2022.1.7,2954.89,34.36,2933.78,2959.03,2933.1,546172,1.06E+07,2187560534
2022.1.6,2920.53,-33.44,2925.4,2952.54,2915.38,786045,1.33E+07,2162437324
2022.1.5,2953.97,-35.27,2984.05,2986.2,2936.73,787346,1.54E+07,2186715367
2022.1.4,2989.24,0.47,2991.97,2995.25,2973.08,621549,9991474,2212087920
2022.1.3,2988.77,11.12,2998.32,3010.77,2979.42,435826,8193887,2211373367
2021.12.30,2977.65,-15.64,2999.75,3005.36,2975.74,461038,8727458,2203366546
2021.12.29,2993.29,-26.95,3002.9,3007.72,2988.67,545832,1.09E+07,2215462632
2021.12.28,3020.24,20.69,3006.77,3020.29,2991.55,607046,1.21E+07,2237623537
2021.12.27,2999.55,-12.88,3013.94,3017.31,2999.3,475363,8280395,2221527069
2021.12.24,3012.43,14.26,3009.48,3025.77,3009.48,537548,8583473,2230019406
2021.12.23,2998.17,13.69,2998.02,3000.7,2980.91,483839,9319627,2218653457
2021.12.22,2984.48,9.45,2993.5,3000.79,2976.65,461755,8835650,2208300471
2021.12.21,2975.03,12.03,2981.67,2984.56,2955.9,410980,9108501,2200896110
2021.12.20,2963,-54.73,3001.33,3001.33,2962.07,377585,8621306,2191456184
2021.12.17,3017.73,11.32,2985.2,3017.73,2984.19,451824,1.17E+07,2231055479
2021.12.16,3006.41,17.02,3013.26,3018.2,2989.63,402825,8524314,2223256396
2021.12.15,2989.39,1.44,2979.83,2992.3,2973,432874,8253059,2210896375
2021.12.14,2987.95,-13.71,2983.95,3001.7,2976.16,581570,9856790,2209778034
2021.12.13,3001.66,-8.57,3019.67,3043.83,3000.51,375828,8629449,2219441357
2021.12.10,3010.23,-19.34,3008.7,3017.64,2998.29,451599,8434891,2225643250
2021.12.9,3029.57,27.77,3007,3029.57,3001.55,513446,1.26E+07,2238777012
2021.12.8,3001.8,10.08,3017.93,3036.13,2995.34,488246,1.11E+07,2218153437
2021.12.7,2991.72,18.47,2973.84,2992.31,2960.9,541370,1.02E+07,2211216991
2021.12.6,2973.25,4.92,2954.82,2983.5,2932.49,479908,9657402,2197379064
2021.12.3,2968.33,23.06,2935.93,2975.44,2927.55,486749,1.03E+07,2192835466
2021.12.2,2945.27,45.55,2874.64,2945.27,2874.64,534462,1.19E+07,2176914270
2021.12.1,2899.72,60.71,2860.12,2905.74,2837.03,563927,1.25E+07,2143338152
2021.11.30,2839.01,-70.31,2932.71,2942.93,2822.73,983556,1.99E+07,2095821072
2021.11.29,2909.32,-27.12,2906.15,2930.22,2890.78,844400,1.31E+07,2148359053
2021.11.26,2936.44,-43.83,2973.04,2985.77,2930.31,595598,1.19E+07,2167444597
2021.11.25,2980.27,-14.02,2996.74,2996.74,2973.24,595970,9401091,2199950623
2021.11.24,2994.29,-3.04,3006.34,3017.9,2981.02,556640,1.10E+07,2210804289
2021.11.23,2997.33,-15.92,3013.16,3016.36,2992.14,524233,1.08E+07,2213806548
2021.11.22,3013.25,42.23,2983.38,3018.01,2980.73,530959,1.29E+07,2225325425
2021.11.19,2971.02,23.64,2951.06,2974.64,2948.07,657094,1.10E+07,2192237375
2021.11.18,2947.38,-15.04,2959.26,2964.48,2937.53,541653,1.01E+07,2173103105
2021.11.17,2962.42,-34.79,3004.02,3004.67,2957.7,541490,1.07E+07,2183852304
2021.11.16,2997.21,-2.31,2995.68,3011.88,2985.34,579646,1.11E+07,2208638226
2021.11.15,2999.52,30.72,2989.68,3003.71,2979.96,639396,1.14E+07,2207950545
2021.11.12,2968.8,43.88,2945.95,2973.84,2938.27,665733,1.25E+07,2185439468
2021.11.11,2924.92,-5.25,2911.41,2925.19,2903.72,572859,1.35E+07,2153082343
2021.11.10,2930.17,-32.29,2947.46,2958.61,2924.36,570932,9663221,2157022730
2021.11.9,2962.46,2.26,2958.15,2987.28,2949.17,708773,9684977,2180787959
2021.11.8,2960.2,-9.07,2965.36,2968.18,2930.9,560205,1.04E+07,2178020380
2021.11.5,2969.27,-13.95,3003.53,3003.53,2953.96,688028,1.27E+07,2185189386
2021.11.4,2983.22,7.51,3000.92,3011.56,2978.07,772024,1.47E+07,2195428830
2021.11.3,2975.71,-37.78,3020.36,3020.87,2969.01,658648,1.24E+07,2189540503
2021.11.2,3013.49,34.55,2995.58,3034.3,2995.58,525853,9662968,2191376531
2021.11.1,2978.94,8.26,2984.18,2991.81,2976.87,475382,9410799,2166070210
2021.10.29,2970.68,-38.87,3025.67,3030.17,2965.4,545834,1.10E+07,2159375927
2021.10.28,3009.55,-15.94,3023.17,3034.42,3009.55,617257,1.24E+07,2188063339
2021.10.27,3025.49,-23.59,3045.83,3049.02,3019,607875,1.02E+07,2198753266
2021.10.26,3049.08,28.54,3039.82,3051.65,3030.53,564560,9512682,2215757780
2021.10.25,3020.54,14.38,3001.1,3025.27,2983.29,791796,1.05E+07,2194484567
2021.10.22,3006.16,-1.17,3005.36,3018.7,2996.26,695273,9047263,2184542201
2021.10.21,3007.33,-5.8,3012.28,3025.88,3002.74,887370,1.06E+07,2185679891
2021.10.20,3013.13,-15.91,3043.13,3047.24,3012.97,680327,1.12E+07,2191094043
2021.10.19,3029.04,22.36,3022.23,3034.53,3014.19,845704,1.01E+07,2202301797
2021.10.18,3006.68,-8.38,3017.48,3021.17,2990.44,926369,1.06E+07,2186010002
2021.10.15,3015.06,26.42,3012.62,3021.9,2999.33,857798,1.25E+07,2192125725
2021.10.14,2988.64,44.23,2968.87,2988.97,2962.33,617170,1.21E+07,2172764571
2021.10.13,2944.41,28.03,2913.34,2953.33,2909.47,752132,1.23E+07,2141374217
2021.10.12,2916.38,-39.92,2950.22,2950.94,2901.51,660181,1.28E+07,2120560982
2021.10.8,2956.3,-3.16,2977.82,2978.08,2949.01,668947,1.26E+07,2150115811
2021.10.7,2959.46,51.15,2936.87,2961.53,2927.6,595382,1.19E+07,2151410767
2021.10.6,2908.31,-53.86,2986.06,2993.47,2908.3,901722,1.57E+07,2114932681
2021.10.5,2962.17,-57.01,2998.17,2998.17,2940.59,840557,1.53E+07,2153672546
2021.10.1,3019.18,-49.64,3056.21,3062.6,3015.01,855482,1.29E+07,2195489102
2021.9.30,3068.82,8.55,3054.87,3079.43,3046.43,885819,1.49E+07,2231957338
