date,lastvalue,difference
2019.7.1,1156.4,-0.4
2019.7.2,1155.4,-1
2019.7.3,1164.8,9.4
2019.7.4,1170.4,5.6
2019.7.5,1169.2,-1.2
2019.7.8,1170.4,1.2
2019.7.9,1178.5,8.1
2019.7.10,1179.9,1.4
2019.7.11,1181.4,1.5
2019.7.12,1173.8,-7.6
2019.7.15,1177.3,3.5
2019.7.16,1179.2,1.9
2019.7.17,1178.5,-0.7
2019.7.18,1180.4,1.9
2019.7.19,1179.5,-0.9
2019.7.22,1173.4,-6.1
2019.7.23,1177.6,4.2
2019.7.24,1178.4,0.8
2019.7.25,1178.2,-0.2
2019.7.26,1179.8,1.6
2019.7.29,1184.2,4.4
2019.7.30,1183.4,-0.8
2019.7.31,1182,-1.4
2019.8.1,1181.9,-0.1
2019.8.2,1188.5,6.6
2019.8.5,1194.8,6.3
2019.8.6,1211.8,17
2019.8.7,1214.3,2.5
2019.8.8,1214.5,0.2
2019.8.9,1211.3,-3.2
2019.8.12,1209.7,-1.6
2019.8.13,1215.6,5.9
2019.8.14,1218.9,3.3
2019.8.16,1211.7,-7.2
2019.8.19,1213.3,1.6
2019.8.20,1210.7,-2.6
2019.8.21,1210.2,-0.5
2019.8.22,1204,-6.2
2019.8.23,1205.1,1.1
2019.8.26,1212.2,7.1
2019.8.27,1218.2,6
2019.8.28,1213.1,-5.1
2019.8.29,1213.5,0.4
2019.8.30,1215.2,1.7
2019.9.2,1209.6,-5.6
2019.9.3,1211.9,2.3
2019.9.4,1215.2,3.3
2019.9.5,1209.7,-5.5
2019.9.6,1199.6,-10.1
2019.9.9,1196.9,-2.7
2019.9.10,1192.4,-4.5
2019.9.11,1191.9,-0.5
2019.9.16,1191.4,-0.5
2019.9.17,1184,-7.4
2019.9.18,1188.3,4.3
2019.9.19,1190.5,2.2
2019.9.20,1195.1,4.6
2019.9.23,1191.1,-4
2019.9.24,1193.1,2
2019.9.25,1194,0.9
2019.9.26,1198.3,4.3
2019.9.27,1199.1,0.8
2019.9.30,1201.3,2.2
2019.10.1,1199.2,-2.1
2019.10.2,1198.2,-1
2019.10.4,1203.7,5.5
2019.10.7,1197,-6.7
2019.10.8,1196.5,-0.5
2019.10.10,1194.7,-1.8
2019.10.11,1196.1,1.4
2019.10.14,1189.3,-6.8
2019.10.15,1183.7,-5.6
2019.10.16,1184.1,0.4
2019.10.17,1187,2.9
2019.10.18,1186.6,-0.4
2019.10.21,1180.5,-6.1
2019.10.22,1175.4,-5.1
2019.10.23,1171.4,-4
2019.10.24,1173.7,2.3
2019.10.25,1171,-2.7
2019.10.28,1174.2,3.2
2019.10.29,1169.6,-4.6
2019.10.30,1166.5,-3.1
2019.10.31,1168.4,1.9
2019.11.1,1161.7,-6.7
2019.11.4,1167.6,5.9
2019.11.5,1160.4,-7.2
2019.11.6,1160.1,-0.3
2019.11.7,1157.5,-2.6
2019.11.8,1160.6,3.1
2019.11.11,1156.1,-4.5
2019.11.12,1161.3,5.2
2019.11.13,1163.5,2.2
2019.11.14,1167.6,4.1
2019.11.15,1170.4,2.8
2019.11.18,1166.3,-4.1
2019.11.19,1164.5,-1.8
2019.11.20,1168.6,4.1
2019.11.21,1170.1,1.5
2019.11.22,1176.5,6.4
2019.11.25,1177.8,1.3
2019.11.26,1176.2,-1.6
2019.11.27,1174.4,-1.8
2019.11.28,1176,1.6
2019.11.29,1179.3,3.3
2019.12.2,1180.3,1
2019.12.3,1180.4,0.1
2019.12.4,1186.2,5.8
2019.12.5,1193.7,7.5
2019.12.6,1190.2,-3.5
2019.12.9,1189.7,-0.5
2019.12.10,1189.3,-0.4
2019.12.11,1192,2.7
2019.12.12,1193.3,1.3
2019.12.13,1188.6,-4.7
2019.12.16,1171.7,-16.9
2019.12.17,1172.9,1.2
2019.12.18,1166.7,-6.2
2019.12.19,1165.3,-1.4
2019.12.20,1164.5,-0.8
2019.12.23,1162.6,-1.9
2019.12.24,1161.7,-0.9
2019.12.26,1163.7,2
2019.12.27,1161.2,-2.5
2019.12.30,1160.9,-0.3
2019.12.31,1157.8,-3.1
2020.1.2,1157.8,0
2020.1.3,1156.9,-0.9
2020.1.6,1162.7,5.8
2020.1.7,1169.6,6.9
2020.1.8,1165.3,-4.3
2020.1.9,1174.1,8.8
2020.1.10,1160,-14.1
2020.1.13,1161.1,1.1
2020.1.14,1155.7,-5.4
2020.1.15,1153.1,-2.6
2020.1.16,1158.8,5.7
2020.1.17,1159.6,0.8
2020.1.20,1158.8,-0.8
2020.1.21,1158.8,0
2020.1.22,1164.7,5.9
2020.1.23,1165.1,0.4
2020.1.28,1167.2,2.1
2020.1.29,1176.7,9.5
2020.1.30,1176,-0.7
2020.1.31,1183.5,7.5
2020.2.3,1187.8,4.3
2020.2.4,1196,8.2
2020.2.5,1189.4,-6.6
2020.2.6,1188.5,-0.9
2020.2.7,1181.4,-7.1
2020.2.10,1187.2,5.8
2020.2.11,1189.8,2.6
2020.2.12,1184.1,-5.7
2020.2.13,1179.8,-4.3
2020.2.14,1181.5,1.7
2020.2.17,1183.5,2
2020.2.18,1182.2,-1.3
2020.2.19,1188.1,5.9
2020.2.20,1190.8,2.7
2020.2.21,1197,6.2
2020.2.24,1205.6,8.6
2020.2.25,1217.7,12.1
2020.2.26,1212.7,-5
2020.2.27,1216.8,4.1
2020.2.28,1215.9,-0.9
2020.3.2,1215.3,-0.6
2020.3.3,1200.3,-15
2020.3.4,1191.4,-8.9
2020.3.5,1186.4,-5
2020.3.6,1185,-1.4
2020.3.9,1191.4,6.4
2020.3.10,1201.4,10
2020.3.11,1196.7,-4.7
2020.3.12,1192.8,-3.9
2020.3.13,1202,9.2
2020.3.16,1222.2,20.2
2020.3.17,1219.6,-2.6
2020.3.18,1241.2,21.6
2020.3.19,1237.8,-3.4
2020.3.20,1280.1,42.3
2020.3.23,1254.1,-26
2020.3.24,1274.6,20.5
2020.3.25,1256,-18.6
2020.3.26,1230.7,-25.3
2020.3.27,1227.9,-2.8
2020.3.30,1212.4,-15.5
2020.3.31,1222.6,10.2
2020.4.1,1220,-2.6
2020.4.2,1222.2,2.2
2020.4.3,1237.6,15.4
2020.4.6,1229.8,-7.8
2020.4.7,1233.4,3.6
2020.4.8,1222.4,-11
2020.4.9,1219.7,-2.7
2020.4.10,1216.4,-3.3
2020.4.13,1212.3,-4.1
2020.4.14,1218.7,6.4
2020.4.16,1216.7,-2
2020.4.17,1227.5,10.8
2020.4.20,1219.3,-8.2
2020.4.21,1218.7,-0.6
2020.4.22,1231.3,12.6
2020.4.23,1235.2,3.9
2020.4.24,1232,-3.2
2020.4.27,1235.8,3.8
2020.4.28,1230.3,-5.5
2020.4.29,1225.2,-5.1
2020.5.4,1218.5,-6.7
2020.5.6,1227.8,9.3
2020.5.7,1223.3,-4.5
2020.5.8,1226.5,3.2
2020.5.11,1217.7,-8.8
2020.5.12,1217.8,0.1
2020.5.13,1226.7,8.9
2020.5.14,1226.3,-0.4
2020.5.15,1227.9,1.6
2020.5.18,1229.3,1.4
2020.5.19,1231.6,2.3
2020.5.20,1224.5,-7.1
2020.5.21,1227.8,3.3
2020.5.22,1230.7,2.9
2020.5.25,1236.2,5.5
2020.5.26,1242,5.8
2020.5.27,1237.1,-4.9
2020.5.28,1233.7,-3.4
2020.5.29,1239.4,5.7
2020.6.1,1237.6,-1.8
2020.6.2,1227.8,-9.8
2020.6.3,1224.1,-3.7
2020.6.4,1216.9,-7.2
2020.6.5,1217.4,0.5
2020.6.8,1213.1,-4.3
2020.6.9,1204.2,-8.9
2020.6.10,1197.7,-6.5
2020.6.11,1194.4,-3.3
2020.6.12,1192.8,-1.6
2020.6.15,1206.6,13.8
2020.6.16,1210.8,4.2
2020.6.17,1206.6,-4.2
2020.6.18,1214.5,7.9
2020.6.19,1213,-1.5
2020.6.22,1212,-1
2020.6.23,1213.2,1.2
2020.6.24,1210.1,-3.1
2020.6.25,1202.9,-7.2
2020.6.26,1205.2,2.3
2020.6.29,1198.6,-6.6
2020.6.30,1200.7,2.1
2020.7.1,1198.5,-2.2
2020.7.2,1201.6,3.1
2020.7.3,1201,-0.6
2020.7.6,1200.4,-0.6
2020.7.7,1196.8,-3.6
2020.7.8,1192.9,-3.9
2020.7.9,1195.8,2.9
2020.7.10,1194.5,-1.3
2020.7.13,1202.4,7.9
2020.7.14,1200.3,-2.1
2020.7.15,1206.4,6.1
2020.7.16,1200.7,-5.7
2020.7.17,1204.1,3.4
2020.7.20,1205.7,1.6
2020.7.21,1203.7,-2
2020.7.22,1198.1,-5.6
2020.7.23,1193.7,-4.4
2020.7.24,1198.5,4.8
2020.7.27,1201.3,2.8
2020.7.28,1196.6,-4.7
2020.7.29,1195.1,-1.5
2020.7.30,1195.2,0.1
2020.7.31,1191.4,-3.8
2020.8.3,1189.1,-2.3
2020.8.4,1193.7,4.6
2020.8.5,1193.5,-0.2
2020.8.6,1190.3,-3.2
2020.8.7,1184.3,-6
2020.8.10,1185.9,1.6
2020.8.11,1186.7,0.8
2020.8.12,1184.9,-1.8
2020.8.13,1186,1.1
2020.8.14,1183.6,-2.4
2020.8.18,1185.8,2.2
2020.8.19,1185.1,-0.7
2020.8.20,1182.3,-2.8
2020.8.21,1186.3,4
2020.8.24,1185.3,-1
2020.8.25,1190,4.7
2020.8.26,1186.3,-3.7
2020.8.27,1187,0.7
2020.8.28,1185.7,-1.3
2020.8.31,1185.1,-0.6
2020.9.1,1183.3,-1.8
2020.9.2,1184.6,1.3
2020.9.3,1186.2,1.6
2020.9.4,1187.5,1.3
2020.9.7,1190.2,2.7
2020.9.8,1187.2,-3
2020.9.9,1187.9,0.7
2020.9.10,1189.6,1.7
2020.9.11,1185.3,-4.3
2020.9.14,1188.3,3
2020.9.15,1184.2,-4.1
2020.9.16,1180.5,-3.7
2020.9.17,1177.8,-2.7
2020.9.18,1175.4,-2.4
2020.9.21,1163.6,-11.8
2020.9.22,1160.6,-3
2020.9.23,1163.9,3.3
2020.9.24,1164.4,0.5
2020.9.25,1170.3,5.9
2020.9.28,1170.5,0.2
2020.9.29,1173.5,3
2020.10.5,1169.5,-4
2020.10.6,1163.4,-6.1
2020.10.7,1160,-3.4
2020.10.8,1162.5,2.5
2020.10.12,1156.2,-6.3
2020.10.13,1148.3,-7.9
2020.10.14,1149.5,1.2
2020.10.15,1145.7,-3.8
2020.10.16,1144.6,-1.1
2020.10.19,1145.6,1
2020.10.20,1142.2,-3.4
2020.10.21,1139.7,-2.5
2020.10.22,1133.7,-6
2020.10.23,1134.1,0.4
2020.10.26,1134.6,0.5
2020.10.27,1129.1,-5.5
2020.10.28,1127.6,-1.5
2020.10.29,1129.3,1.7
2020.10.30,1133.4,4.1
2020.11.2,1130.4,-3
2020.11.3,1134.7,4.3
2020.11.4,1134.6,-0.1
2020.11.5,1136.5,1.9
2020.11.6,1130.9,-5.6
2020.11.9,1124.4,-6.5
2020.11.10,1115.6,-8.8
2020.11.11,1115.9,0.3
2020.11.12,1112.4,-3.5
2020.11.13,1113.2,0.8
2020.11.16,1115.1,1.9
2020.11.17,1108,-7.1
2020.11.18,1106.8,-1.2
2020.11.19,1105.9,-0.9
2020.11.20,1112.2,6.3
2020.11.23,1114.2,2
2020.11.24,1112.6,-1.6
2020.11.25,1111.2,-1.4
2020.11.26,1107.2,-4
2020.11.27,1105.8,-1.4
2020.11.30,1104.4,-1.4
2020.12.1,1104.9,0.5
2020.12.2,1107.1,2.2
2020.12.3,1103.3,-3.8
2020.12.4,1098.1,-5.2
2020.12.7,1086.6,-11.5
2020.12.8,1082.7,-3.9
2020.12.9,1084.4,1.7
2020.12.10,1083.6,-0.8
2020.12.11,1086.2,2.6
2020.12.14,1089.3,3.1
2020.12.15,1090.8,1.5
2020.12.16,1093.2,2.4
2020.12.17,1092.2,-1
2020.12.18,1092.8,0.6
2020.12.21,1097.9,5.1
2020.12.22,1101.2,3.3
2020.12.23,1106.6,5.4
2020.12.24,1108.9,2.3
2020.12.28,1103.7,-5.2
2020.12.29,1098.2,-5.5
2020.12.30,1093.2,-5
2020.12.31,1088,-5.2
2021.1.4,1088,0
2021.1.5,1083.1,-4.9
2021.1.6,1086.1,3
2021.1.7,1086.8,0.7
2021.1.8,1087.7,0.9
2021.1.11,1094.4,6.7
2021.1.12,1097.8,3.4
2021.1.13,1099.9,2.1
2021.1.14,1095,-4.9
2021.1.15,1100.3,5.3
2021.1.18,1097.9,-2.4
2021.1.19,1104.4,6.5
2021.1.20,1102.1,-2.3
2021.1.21,1100,-2.1
2021.1.22,1099.2,-0.8
2021.1.25,1102.3,3.1
2021.1.26,1103.2,0.9
2021.1.27,1103,-0.2
2021.1.28,1104,1
2021.1.29,1114.6,10.6
2021.2.1,1117.2,2.6
2021.2.2,1118,0.8
2021.2.3,1116.6,-1.4
2021.2.4,1114,-2.6
2021.2.5,1116.7,2.7
2021.2.8,1124,7.3
2021.2.9,1119.1,-4.9
2021.2.10,1116,-3.1
2021.2.15,1110.1,-5.9
2021.2.16,1103.1,-7
2021.2.17,1099.7,-3.4
2021.2.18,1107.7,8
2021.2.19,1105.7,-2
2021.2.22,1107.1,1.4
2021.2.23,1106.5,-0.6
2021.2.24,1110.8,4.3
2021.2.25,1110.2,-0.6
2021.2.26,1108.4,-1.8
2021.3.2,1121.8,13.4
2021.3.3,1121.3,-0.5
2021.3.4,1122.9,1.6
2021.3.5,1126.2,3.3
2021.3.8,1129.4,3.2
2021.3.9,1131.3,1.9
2021.3.10,1141.1,9.8
2021.3.11,1140.7,-0.4
2021.3.12,1137.3,-3.4
2021.3.15,1130.7,-6.6
2021.3.16,1135.9,5.2
2021.3.17,1132.5,-3.4
2021.3.18,1131.8,-0.7
2021.3.19,1123.7,-8.1
2021.3.22,1131.8,8.1
2021.3.23,1131.3,-0.5
2021.3.24,1128,-3.3
2021.3.25,1133.5,5.5
2021.3.26,1134.2,0.7
2021.3.29,1131.8,-2.4
2021.3.30,1131.7,-0.1
2021.3.31,1133.5,1.8
2021.4.1,1132.6,-0.9
2021.4.2,1129.3,-3.3
2021.4.5,1127.5,-1.8
2021.4.6,1127.8,0.3
2021.4.7,1122.9,-4.9
2021.4.8,1116.4,-6.5
2021.4.9,1118.5,2.1
2021.4.12,1117.2,-1.3
2021.4.13,1124.3,7.1
2021.4.14,1126.1,1.8
2021.4.15,1119.9,-6.2
2021.4.16,1117.6,-2.3
2021.4.19,1117.9,0.3
2021.4.20,1118.2,0.3
2021.4.21,1113.4,-4.8
2021.4.22,1117.4,4
2021.4.23,1116.3,-1.1
2021.4.26,1118.9,2.6
2021.4.27,1114,-4.9
2021.4.28,1110.8,-3.2
2021.4.29,1112.5,1.7
2021.4.30,1107.4,-5.1
2021.5.3,1109.6,2.2
2021.5.4,1119.3,9.7
2021.5.6,1121.1,1.8
2021.5.7,1125.5,4.4
2021.5.10,1121.4,-4.1
2021.5.11,1114.6,-6.8
2021.5.12,1119.1,4.5
2021.5.13,1123.5,4.4
2021.5.14,1130.6,7.1
2021.5.17,1129.5,-1.1
2021.5.18,1133,3.5
2021.5.20,1133.1,0.1
2021.5.21,1132.2,-0.9
2021.5.24,1126.9,-5.3
2021.5.25,1127.6,0.7
2021.5.26,1122.8,-4.8
2021.5.27,1118.6,-4.2
2021.5.28,1118,-0.6
2021.5.31,1116,-2
2021.6.1,1113.5,-2.5
2021.6.2,1107,-6.5
2021.6.3,1110.3,3.3
2021.6.4,1111.8,1.5
2021.6.7,1117.5,5.7
2021.6.8,1111.2,-6.3
2021.6.9,1113.7,2.5
2021.6.10,1115.8,2.1
2021.6.11,1115,-0.8
2021.6.14,1111.2,-3.8
2021.6.15,1116.4,5.2
2021.6.16,1117.8,1.4
2021.6.17,1117.7,-0.1
2021.6.18,1129.5,11.8
2021.6.21,1132.2,2.7
2021.6.22,1135.4,3.2
2021.6.23,1132.4,-3
2021.6.24,1135.6,3.2
2021.6.25,1135.8,0.2
2021.6.28,1128.8,-7
2021.6.29,1129.9,1.1
2021.6.30,1130,0.1
2021.7.1,1129.5,-0.5
2021.7.2,1132.2,2.7
2021.7.5,1134.5,2.3
2021.7.6,1130.3,-4.2
2021.7.7,1131.8,1.5
2021.7.8,1137.6,5.8
2021.7.9,1143.4,5.8
2021.7.12,1148.3,4.9
2021.7.13,1146.4,-1.9
2021.7.14,1145.1,-1.3
2021.7.15,1150.3,5.2
2021.7.16,1143.7,-6.6
2021.7.19,1141.1,-2.6
2021.7.20,1145.7,4.6
2021.7.21,1151,5.3
2021.7.22,1150.6,-0.4
2021.7.23,1151,0.4
2021.7.26,1149.5,-1.5
2021.7.27,1153.2,3.7
2021.7.28,1150.2,-3
2021.7.29,1154.8,4.6
2021.7.30,1147.4,-7.4
2021.8.2,1147.5,0.1
2021.8.3,1151.5,4
2021.8.4,1150.7,-0.8
2021.8.5,1145.8,-4.9
2021.8.6,1143.5,-2.3
2021.8.9,1142.3,-1.2
2021.8.10,1145,2.7
2021.8.11,1148.5,3.5
2021.8.12,1155,6.5
2021.8.13,1158.9,3.9
2021.8.17,1167.8,8.9
2021.8.18,1174.9,7.1
2021.8.19,1172.7,-2.2
2021.8.20,1174.5,1.8
2021.8.23,1176.7,2.2
2021.8.24,1174,-2.7
2021.8.25,1168,-6
2021.8.26,1166.5,-1.5
2021.8.27,1168.1,1.6
2021.8.30,1170.8,2.7
2021.8.31,1164.4,-6.4
2021.9.1,1162.8,-1.6
2021.9.2,1157.5,-5.3
2021.9.3,1159.7,2.2
2021.9.6,1156.4,-3.3
2021.9.7,1157.3,0.9
2021.9.8,1157.9,0.6
2021.9.9,1164.5,6.6
2021.9.10,1170.1,5.6
2021.9.13,1170.4,0.3
2021.9.14,1174.3,3.9
2021.9.15,1172.2,-2.1
2021.9.16,1171.7,-0.5
2021.9.17,1169.1,-2.6
2021.9.23,1177.6,8.5
2021.9.24,1181.7,4.1
2021.9.27,1175.3,-6.4
2021.9.28,1175.9,0.6
2021.9.29,1182,6.1
2021.9.30,1184.9,2.9
2021.10.1,1185.2,0.3
2021.10.5,1187.2,2
2021.10.6,1187.1,-0.1
2021.10.7,1190,2.9
2021.10.8,1190.3,0.3
2021.10.12,1193.4,3.1
2021.10.13,1199.1,5.7
2021.10.14,1195,-4.1
2021.10.15,1188.3,-6.7
2021.10.18,1182.8,-5.5
2021.10.19,1185.8,3
2021.10.20,1181.7,-4.1
2021.10.21,1175.6,-6.1
2021.10.22,1175.8,0.2
2021.10.25,1178.4,2.6
2021.10.26,1171.8,-6.6
2021.10.27,1166.3,-5.5
2021.10.28,1168.1,1.8
2021.10.29,1171.7,3.6
2021.11.1,1169.6,-2.1
2021.11.2,1176.3,6.7
2021.11.3,1175.5,-0.8
2021.11.4,1181.1,5.6
2021.11.5,1180,-1.1
2021.11.8,1185.2,5.2
2021.11.9,1184.3,-0.9
2021.11.10,1178.4,-5.9
2021.11.11,1181,2.6
2021.11.12,1184.7,3.7
2021.11.15,1179.6,-5.1
2021.11.16,1180.2,0.6
2021.11.17,1179.6,-0.6
2021.11.18,1183.6,4
2021.11.19,1180.5,-3.1
2021.11.22,1183.5,3
2021.11.23,1187.4,3.9
2021.11.24,1188.9,1.5
2021.11.25,1188.5,-0.4
2021.11.26,1189.7,1.2
2021.11.29,1193,3.3
2021.11.30,1193.4,0.4
2021.12.1,1187.7,-5.7
2021.12.2,1180.3,-7.4
2021.12.3,1177.3,-3
2021.12.6,1178.6,1.3
2021.12.7,1183.7,5.1
2021.12.8,1181.2,-2.5
2021.12.9,1176.4,-4.8
2021.12.10,1173.8,-2.6
2021.12.13,1178.2,4.4
2021.12.14,1178.8,0.6
2021.12.15,1183.6,4.8
2021.12.16,1186.2,2.6
2021.12.17,1183.5,-2.7
2021.12.20,1184.4,0.9
2021.12.21,1189.8,5.4
2021.12.22,1191.5,1.7
2021.12.23,1191.2,-0.3
2021.12.24,1187.5,-3.7
2021.12.27,1186.4,-1.1
2021.12.28,1186.2,-0.2
2021.12.29,1186.7,0.5
2021.12.30,1186.6,-0.1
2021.12.31,1185.5,-1.1
2022.1.3,1185.5,0
2022.1.4,1190.8,5.3
2022.1.5,1194.3,3.5
2022.1.6,1198.2,3.9
2022.1.7,1199.6,1.4
2022.1.10,1202.4,2.8
2022.1.11,1200,-2.4
2022.1.12,1195.2,-4.8
2022.1.13,1189.9,-5.3
2022.1.14,1188.2,-1.7
2022.1.17,1187.6,-0.6
2022.1.18,1192.3,4.7
2022.1.19,1188.9,-3.4
2022.1.20,1191.8,2.9
2022.1.21,1190.4,-1.4
2022.1.24,1193.6,3.2
2022.1.25,1194.2,0.6
2022.1.26,1197.8,3.6
2022.1.27,1197,-0.8
2022.1.28,1202.4,5.4
2022.2.3,1205.7,3.3
2022.2.4,1205.4,-0.3
2022.2.7,1199.5,-5.9
2022.2.8,1199.4,-0.1
2022.2.9,1197.8,-1.6
2022.2.10,1196,-1.8
2022.2.11,1196,0
2022.2.14,1199.6,3.6
2022.2.15,1198.3,-1.3
2022.2.16,1198.5,0.2
2022.2.17,1196.9,-1.6
2022.2.18,1197.1,0.2
2022.2.21,1196.4,-0.7
2022.2.22,1194.6,-1.8
2022.2.23,1194.7,0.1
2022.2.24,1192.1,-2.6
2022.2.25,1199.4,7.3
2022.2.28,1202.7,3.3
2022.3.2,1205.6,2.9
2022.3.3,1205,-0.6
2022.3.4,1203.6,-1.4
2022.3.7,1211.5,7.9
2022.3.8,1225.4,13.9
2022.3.10,1234.5,9.1
2022.3.11,1228.7,-5.8
2022.3.14,1232.4,3.7
2022.3.15,1238.6,6.2
2022.3.16,1241.7,3.1
2022.3.17,1240.4,-1.3
2022.3.18,1220.6,-19.8
2022.3.21,1211.1,-9.5
2022.3.22,1213.7,2.6
2022.3.23,1221.4,7.7
2022.3.24,1212.7,-8.7
2022.3.25,1219.4,6.7
2022.3.28,1218.3,-1.1
2022.3.29,1225.7,7.4
2022.3.30,1220.5,-5.2
2022.3.31,1210.8,-9.7
2022.4.1,1210.7,-0.1
2022.4.4,1216.1,5.4
2022.4.5,1216.7,0.6
2022.4.6,1212.6,-4.1
2022.4.7,1219.1,6.5
2022.4.8,1218.5,-0.6
2022.4.11,1224,5.5
2022.4.12,1232,8
2022.4.13,1236.6,4.6
2022.4.14,1227.7,-8.9
2022.4.15,1224.2,-3.5
2022.4.18,1230.1,5.9
2022.4.19,1232.8,2.7
2022.4.20,1234.9,2.1
2022.4.21,1237.1,2.2
2022.4.22,1236.4,-0.7
2022.4.25,1241.7,5.3
2022.4.26,1247.1,5.4
2022.4.27,1248.3,1.2
2022.4.28,1263.1,14.8
2022.4.29,1269.4,6.3
2022.5.2,1265.4,-4
2022.5.3,1265.8,0.4
2022.5.4,1265.7,-0.1
2022.5.6,1261.8,-3.9
2022.5.9,1272.7,10.9
2022.5.10,1274.6,1.9
2022.5.11,1275.5,0.9
2022.5.12,1277,1.5
2022.5.13,1286.4,9.4
2022.5.16,1286,-0.4
2022.5.17,1281.6,-4.4
2022.5.18,1277.2,-4.4
2022.5.19,1269.3,-7.9
2022.5.20,1274.6,5.3
2022.5.23,1269.5,-5.1
2022.5.24,1267.7,-1.8
2022.5.25,1264.3,-3.4
2022.5.26,1263.3,-1
2022.5.27,1266.4,3.1
2022.5.30,1256.9,-9.5
2022.5.31,1245.8,-11.1
2022.6.2,1238.4,-7.4
2022.6.3,1251.2,12.8
2022.6.7,1241.1,-10.1
2022.6.8,1257.1,16
2022.6.9,1255.4,-1.7
2022.6.10,1257.6,2.2
2022.6.13,1266,8.4
2022.6.14,1286,20
2022.6.15,1289.7,3.7
2022.6.16,1291.3,1.6
2022.6.17,1284.1,-7.2
2022.6.20,1287.5,3.4
2022.6.21,1291.7,4.2
2022.6.22,1290.6,-1.1
2022.6.23,1295.7,5.1
2022.6.24,1300.7,5
2022.6.27,1299.4,-1.3
2022.6.28,1285.6,-13.8
2022.6.29,1284.9,-0.7
2022.6.30,1292.9,8
2022.7.1,1299.8,6.9
2022.7.4,1294.2,-5.6
2022.7.5,1297.9,3.7
2022.7.6,1298,0.1
2022.7.7,1307.4,9.4
2022.7.8,1302.7,-4.7
2022.7.11,1299.3,-3.4
2022.7.12,1300.6,1.3
2022.7.13,1312.9,12.3
2022.7.14,1305.9,-7
2022.7.15,1310,4.1
2022.7.18,1323.7,13.7
2022.7.19,1317.8,-5.9
2022.7.20,1314.9,-2.9
2022.7.21,1308.6,-6.3
2022.7.22,1312.1,3.5
2022.7.25,1311.7,-0.4
2022.7.26,1311,-0.7
2022.7.27,1310,-1
2022.7.28,1312.8,2.8
2022.7.29,1304,-8.8
2022.8.1,1298.6,-5.4
2022.8.2,1306.4,7.8
2022.8.3,1307.2,0.8
2022.8.4,1310.5,3.3
2022.8.5,1309.7,-0.8
2022.8.8,1299.3,-10.4
2022.8.9,1304.8,5.5
2022.8.10,1305.1,0.3
2022.8.11,1309.1,4
2022.8.12,1302.5,-6.6
2022.8.16,1303.1,0.6
2022.8.17,1309.6,6.5
2022.8.18,1309.8,0.2
2022.8.19,1317.3,7.5
2022.8.22,1326.7,9.4
2022.8.23,1338.2,11.5
2022.8.24,1341.8,3.6
2022.8.25,1341.4,-0.4
2022.8.26,1336.9,-4.5
2022.8.29,1332.5,-4.4
2022.8.30,1347.7,15.2
2022.8.31,1347.5,-0.2
2022.9.1,1345.1,-2.4
2022.9.2,1351.4,6.3
2022.9.5,1356.5,5.1
2022.9.6,1369.7,13.2
2022.9.7,1370.3,0.6
2022.9.8,1385.3,15
2022.9.13,1381.2,-4.1
2022.9.14,1374.8,-6.4
2022.9.15,1391.7,16.9
2022.9.16,1394.2,2.5
2022.9.19,1394.2,0
2022.9.20,1390.1,-4.1
2022.9.21,1389.1,-1
2022.9.22,1393.6,4.5
2022.9.23,1408,14.4
2022.9.26,1408.4,0.4
2022.9.27,1429.7,21.3
2022.9.28,1427.2,-2.5
2022.9.29,1436.5,9.3
2022.9.30,1434.8,-1.7
2022.10.4,1432.1,-2.7
2022.10.5,1431.2,-0.9
2022.10.6,1419.1,-12.1
2022.10.7,1404.2,-14.9
2022.10.11,1410.3,6.1
2022.10.12,1433.5,23.2
2022.10.13,1430.4,-3.1
2022.10.14,1427,-3.4
2022.10.17,1428.9,1.9
2022.10.18,1436.6,7.7
2022.10.19,1425.6,-11
2022.10.20,1420.6,-5
2022.10.21,1431.7,11.1
2022.10.24,1436.6,4.9
2022.10.25,1436.6,0
2022.10.26,1436.5,-0.1
2022.10.27,1428.2,-8.3
2022.10.28,1418.1,-10.1
2022.10.31,1419.3,1.2
2022.11.1,1422.2,2.9
2022.11.2,1421.7,-0.5
2022.11.3,1418,-3.7
2022.11.4,1422.1,4.1
2022.11.7,1422.4,0.3
2022.11.8,1406.5,-15.9
2022.11.9,1387.3,-19.2
2022.11.10,1368.3,-19
2022.11.11,1370.1,1.8
2022.11.14,1334.1,-36
2022.11.15,1320.3,-13.8
2022.11.16,1322.4,2.1
2022.11.17,1325.6,3.2
2022.11.18,1338.4,12.8
2022.11.21,1340,1.6
2022.11.22,1352.3,12.3
2022.11.23,1355.7,3.4
2022.11.24,1352.3,-3.4
2022.11.25,1333.2,-19.1
2022.11.28,1326.8,-6.4
2022.11.29,1339,12.2
2022.11.30,1331.5,-7.5
2022.12.1,1320.1,-11.4
2022.12.2,1300.8,-19.3
2022.12.5,1300.4,-0.4
2022.12.6,1293.2,-7.2
2022.12.7,1309,15.8
2022.12.8,1319.5,10.5
2022.12.9,1320.4,0.9
2022.12.12,1306.6,-13.8
2022.12.13,1310,3.4
2022.12.14,1304.4,-5.6
2022.12.15,1296,-8.4
2022.12.16,1301,5
2022.12.19,1310.1,9.1
2022.12.20,1302,-8.1
2022.12.21,1298,-4
2022.12.22,1286.6,-11.4
2022.12.23,1276.1,-10.5
2022.12.26,1282.2,6.1
