날짜,종가,대비,시가,고가,저가,거래량,거래대금
2020.3.13,62240,-1170,61350,62600,60930,185506,11435985480
2020.3.12,63410,-400,63790,63790,63010,101497,6418751130
2020.3.11,63810,310,63260,64200,63030,72579,4614156730
2020.3.10,63500,-980,65150,65150,63460,78441,5026533690
2020.3.9,64480,470,65010,65520,63960,146448,9511162210
2020.3.6,64010,1640,63520,64100,63510,101956,6504305650
2020.3.5,62370,-20,62570,62660,62280,59188,3700351910
2020.3.4,62390,1000,63010,63300,62390,68053,4266240780
2020.3.3,61390,-130,61400,61500,60880,56556,3460035490
2020.3.2,61520,-1780,60990,62100,60900,133905,8223453240
2020.2.28,63300,-700,64000,64000,63230,97911,6242486370
2020.2.27,64000,300,63700,64070,63480,88674,5658400240
2020.2.26,63700,150,63570,63990,63390,96568,6154929990
2020.2.25,63550,-1250,65010,65010,62810,159550,10181217030
2020.2.24,64800,1940,64700,65280,64450,167061,10807892540
2020.2.21,62860,1360,62240,62970,62180,124955,7805731950
2020.2.20,61500,590,61020,61680,61020,97019,5959668270
2020.2.19,60910,560,60700,61120,60700,119532,7279958580
2020.2.18,60350,450,60020,60370,60020,91036,5485694820
2020.2.17,59900,270,59840,59940,59800,51736,3098256000
2020.2.14,59630,-50,59800,59900,59530,28347,1692533740
2020.2.13,59680,450,59290,59700,59290,30147,1792303830
2020.2.12,59230,-340,59540,59560,59210,27657,1642370060
2020.2.11,59570,-110,59970,59970,59550,30398,1813785920
2020.2.10,59680,-50,60000,60150,59670,78278,4686356250
2020.2.7,59730,530,59230,59940,59230,29144,1742794940
2020.2.6,59200,-310,59510,59510,58940,40139,2374255680
2020.2.5,59510,-310,59510,59690,58970,48438,2872853790
2020.2.4,59820,-380,60080,60290,59640,66300,3967972980
2020.2.3,60200,290,60600,60900,59990,118202,7137328560
2020.1.31,59910,80,59900,59940,59650,77156,4616128000
2020.1.30,59830,610,59540,59920,59540,82025,4907495540
2020.1.29,59220,-480,59400,59400,59000,40741,2410201720
2020.1.28,59700,1120,59530,59900,59500,122917,7331125930
2020.1.23,58580,440,58210,58630,58210,23257,1360804960
2020.1.22,58140,-480,58620,58620,58090,31550,1836950970
2020.1.21,58620,470,58290,58700,58140,57012,3336990670
2020.1.20,58150,150,58300,58300,57990,38794,2251817030
2020.1.17,58000,60,58100,58100,57800,27734,1606789520
2020.1.16,57940,140,57830,58260,57830,47166,2734879330
2020.1.15,57800,470,57700,57990,57660,19636,1135823500
2020.1.14,57330,-610,57920,57920,57050,47558,2721982760
2020.1.13,57940,10,58050,58380,57900,39443,2290417770
2020.1.10,57930,-190,57950,58120,57870,43182,2502685740
2020.1.9,58120,-1890,58470,58470,58000,104288,6072554640
2020.1.8,60010,1260,59600,60880,59600,264938,15942229650
2020.1.7,58750,-670,59100,59100,58440,96203,5640012480
2020.1.6,59420,1570,58600,59430,58600,177827,10510957100
2020.1.3,57850,990,57110,57990,57110,63246,3638889520
2020.1.2,56860,320,56720,56860,56620,40028,2272544580
2019.12.30,56540,10,56560,56710,56480,32942,1864022390
2019.12.27,56530,180,56500,56630,56500,23260,1315986560
2019.12.26,56350,350,56540,56540,56100,30077,1692519700
2019.12.24,56000,390,55720,56000,55700,13830,773301270
2019.12.23,55610,40,55440,55670,55400,42755,2377169240
2019.12.20,55570,-40,55630,55670,55460,19526,1085787940
2019.12.19,55610,-70,55680,55720,55550,20176,1121923510
2019.12.18,55680,90,55590,55710,55510,26710,1485003290
2019.12.17,55590,-250,55670,55680,55530,25966,1443824590
2019.12.16,55840,330,55610,55890,55610,11252,627821060
2019.12.13,55510,-890,55900,55900,55390,75166,4173977880
2019.12.12,56400,10,56510,56680,56390,26205,1482330880
2019.12.11,56390,130,56270,56420,56230,26553,1496546040
2019.12.10,56260,240,56020,56350,56020,21618,1215103100
2019.12.9,56020,-440,56000,56090,55930,39515,2213218930
2019.12.6,56460,-120,56600,56610,56390,27059,1527779200
2019.12.5,56580,-420,56840,56850,56410,33726,1908542410
2019.12.4,57000,1140,56260,57040,56260,68910,3911344820
2019.12.3,55860,280,55990,55990,55750,18844,1052511180
2019.12.2,55580,50,55700,55700,55390,18394,1020855980
2019.11.29,55530,130,55400,55540,55300,12078,669343230
2019.11.28,55400,110,55290,55400,55280,22635,1252953620
2019.11.27,55290,150,55140,55320,55140,32599,1801653600
2019.11.26,55140,-160,55060,55190,54870,18266,1004847220
2019.11.25,55300,-350,55450,55480,55270,24462,1354999340
2019.11.22,55650,-230,55800,55800,55540,20902,1162382070
2019.11.21,55880,330,55570,55940,55570,29025,1620422410
2019.11.20,55550,160,55500,55580,55470,22604,1255343550
2019.11.19,55390,430,55260,55500,55260,34698,1922189360
2019.11.18,54960,-90,55290,55290,54890,18750,1032508570
2019.11.15,55050,-280,55400,55450,55020,14154,781017100
2019.11.14,55330,320,55200,55340,55100,10026,553583180
2019.11.13,55010,640,54750,55010,54700,30300,1662212040
2019.11.12,54370,-460,54750,54750,54370,38653,2109805060
2019.11.11,54830,20,54770,54830,54510,35250,1927076160
2019.11.8,54810,-900,54950,54950,54590,59309,3244364120
2019.11.7,55710,310,55800,55970,55680,26109,1456034880
2019.11.6,55400,-850,55760,55760,55350,84532,4688957920
2019.11.5,56250,-330,56500,56500,56250,35291,1988198920
2019.11.4,56580,-180,56760,56760,56550,43918,2488082080
2019.11.1,56760,510,56960,57000,56690,25635,1458997020
2019.10.31,56250,150,56100,56270,56030,31400,1761392610
2019.10.30,56100,100,55990,56160,55930,25699,1441372520
2019.10.29,56000,-810,56500,56500,56000,60945,3422394070
2019.10.28,56810,-90,56890,56890,56690,28558,1620747780
2019.10.25,56900,550,56740,57000,56740,36059,2050301950
2019.10.24,56350,100,56270,56450,56220,33115,1865060310
2019.10.23,56250,190,56200,56420,56200,27930,1573729440
2019.10.22,56060,-430,56270,56270,55990,58097,3257384360
2019.10.21,56490,-280,56770,56840,56390,72277,4086242270
2019.10.18,56770,-250,57000,57000,56730,30495,1732585220
2019.10.17,57020,250,57100,57140,56940,28878,1646297860
2019.10.16,56770,-230,56700,56940,56690,40063,2276077200
2019.10.15,57000,120,57130,57150,56960,30226,1724629790
2019.10.14,56880,-550,57050,57050,56710,78029,4432775390
2019.10.11,57430,-660,57680,57680,57350,52177,2997215870
2019.10.10,58090,600,58390,58600,58010,56279,3285014970
2019.10.8,57490,-690,58000,58000,57430,58626,3376388190
2019.10.7,58180,-170,58240,58380,58090,19430,1131303450
2019.10.4,58350,870,58350,58450,58200,59467,3468539150
2019.10.2,57480,770,57350,57700,57350,32645,1879270000
2019.10.1,56710,-960,57400,57400,56630,91659,5217169250
2019.9.30,57670,-660,58190,58190,57630,47015,2722555020
2019.9.27,58330,-50,58400,58590,58300,30222,1765541200
2019.9.26,58380,-720,58400,58480,58240,44296,2586303510
2019.9.25,59100,570,58950,59300,58950,34501,2041256760
2019.9.24,58530,250,58450,58620,58420,38041,2227066700
2019.9.23,58280,470,58500,58500,58100,48364,2819925540
2019.9.20,57810,150,57700,57890,57700,33804,1954658990
2019.9.19,57660,-40,57500,57750,57350,50180,2888082590
2019.9.18,57700,270,57650,57850,57490,71254,4107499270
2019.9.17,57430,-100,57520,57530,57380,60273,3462990640
2019.9.16,57530,180,57560,57920,57410,78167,4511889600
2019.9.11,57350,-20,57250,57460,57090,82947,4751600980
2019.9.10,57370,-820,57990,57990,57050,104416,5995810650
2019.9.9,58190,-630,58750,58750,57990,91539,5328671630
2019.9.6,58820,-1050,58950,58980,58740,131489,7738906850
2019.9.5,59870,-110,60270,60270,59660,80762,4834369490
2019.9.4,59980,40,60610,60740,59980,59648,3597119500
2019.9.3,59940,270,59800,59950,59790,34253,2050253990
2019.9.2,59670,-160,59980,60000,59580,59771,3570855240
2019.8.30,59830,-710,59750,59840,59420,117905,7022431390
2019.8.29,60540,280,60270,60580,60270,91700,5539793300
2019.8.28,60260,290,60500,60560,60100,64617,3896352690
2019.8.27,59970,-710,60090,60090,59800,91511,5483781480
2019.8.26,60680,1850,61890,61900,60480,160032,9732617150
2019.8.23,58830,-430,59420,59500,58790,104015,6149368000
2019.8.22,59260,110,59490,61120,59250,140058,8346791270
2019.8.21,59150,490,59300,59500,59080,226390,13411828450
2019.8.20,58660,-1320,59800,59800,58400,229768,13534386270
2019.8.19,59980,-1050,61030,61030,59910,187005,11246282440
2019.8.16,61030,150,61530,62580,60850,240184,14819258140
2019.8.14,60880,-420,59980,61040,59680,144563,8766841160
2019.8.13,61300,1600,60160,61450,60160,175552,10691251720
2019.8.12,59700,150,59500,59700,59400,149158,8873199780
2019.8.9,59550,320,59100,59630,59100,190965,11332035500
2019.8.8,59230,100,59760,59850,59230,124360,7408112450
2019.8.7,59130,1010,59000,59310,58850,139099,8218064800
2019.8.6,58120,910,58400,59990,58000,245643,14537954760
2019.8.5,57210,1800,55820,57240,55820,204417,11614014330
2019.8.2,55410,1280,55220,55450,55050,146468,8105739020
2019.8.1,54130,-520,54500,54500,54100,61158,3313622100
2019.7.31,54650,320,54500,54650,54500,35206,1922247780
2019.7.30,54330,110,54380,54450,54290,23412,1272669440
2019.7.29,54220,170,54280,54360,54150,30667,1664425250
2019.7.26,54050,-80,54080,54190,54000,22793,1233371480
2019.7.25,54130,110,54140,54220,54120,25824,1398982930
2019.7.24,54020,100,53920,54120,53860,17851,963719110
2019.7.23,53920,-330,54220,54220,53850,45696,2466818150
2019.7.22,54250,-330,54240,54310,54140,32761,1776295520
2019.7.19,54580,580,54600,54690,54510,29828,1628818970
2019.7.18,54000,470,54110,54350,53900,36114,1955018750
2019.7.17,53530,-110,53580,53620,53460,41570,2226287110
2019.7.16,53640,-50,53750,53820,53600,17390,933765710
2019.7.15,53690,250,53650,53800,53600,35528,1908108930
2019.7.12,53440,-260,53690,53690,53220,21948,1172485380
2019.7.11,53700,700,53690,54000,53650,28695,1545194560
2019.7.10,53000,-20,53050,53200,52990,25498,1352140140
2019.7.9,53020,-350,53280,53280,52890,27362,1449804530
2019.7.8,53370,30,53070,53370,52860,25754,1366815100
2019.7.5,53340,60,53400,53560,53340,15681,837743650
2019.7.4,53280,-350,53620,53630,53270,25245,1348683500
2019.7.3,53630,1310,53450,54000,53450,55860,2999535880
2019.7.2,52320,620,51770,52330,51750,27785,1443250280
2019.7.1,51700,-1070,51900,51910,51600,43965,2274891360
2019.6.28,52770,310,52520,53010,52520,23544,1243542920
2019.6.27,52460,-130,52490,52610,52270,40025,2095947040
2019.6.26,52590,-430,53090,53100,52440,38088,2006540580
2019.6.25,53020,680,53000,53530,52890,59599,3163871190
2019.6.24,52340,150,52270,52590,52270,30758,1611325410
2019.6.21,52190,350,51950,52590,51920,54919,2867827850
2019.6.20,51840,880,50960,52010,50960,72160,3724365890
2019.6.19,50960,-490,51220,51220,50950,33541,1713914610
2019.6.18,51450,130,51300,51450,51200,29935,1535442300
2019.6.17,51320,-50,51330,51400,51200,30260,1552790960
2019.6.14,51370,480,51000,51370,51000,17102,877313590
2019.6.13,50890,0,50900,51140,50890,23907,1219546230
2019.6.12,50890,360,50540,50890,50490,16387,830572000
2019.6.11,50530,-110,50660,50740,50500,26614,1347028350
2019.6.10,50640,-160,50800,50900,50630,26329,1335610750
2019.6.7,50800,370,50360,50810,50360,23068,1167299680
2019.6.5,50430,-30,50460,50460,50320,35833,1805119490
2019.6.4,50460,410,50160,50520,50160,44534,2243370310
2019.6.3,50050,520,50010,50170,49980,36984,1851972060
2019.5.31,49530,440,49150,49640,49150,20470,1013956320
2019.5.30,49090,-150,49240,49240,49000,21334,1048463330
2019.5.29,49240,40,49190,49260,49090,13225,651044210
2019.5.28,49200,70,49120,49210,49110,12122,595887460
2019.5.27,49130,-140,49270,49280,49130,15479,761161600
2019.5.24,49270,330,49060,49310,49060,10372,511174930
2019.5.23,48940,-150,49130,49130,48880,25966,1272627730
2019.5.22,49090,-90,49110,49140,49070,16793,824702190
2019.5.21,49180,100,49110,49270,49090,19483,957691440
2019.5.20,49080,-580,49600,49600,49010,30121,1479869060
2019.5.17,49660,-40,49650,49660,49310,20318,1005132400
2019.5.16,49700,70,49790,49790,49600,23298,1156722760
2019.5.15,49630,50,49580,49820,49580,22806,1133429100
2019.5.14,49580,600,49520,49850,49450,65673,3259111050
2019.5.13,48980,170,48840,49070,48840,35334,1730772120
2019.5.10,48810,230,48610,48830,48610,34578,1685649610
2019.5.9,48580,30,48460,48580,48390,31352,1520624270
2019.5.8,48550,250,48430,48550,48430,40135,1948736440
2019.5.7,48300,280,48030,48480,48030,17310,837181150
2019.5.3,48020,0,47990,48070,47980,21718,1043190700
2019.5.2,48020,-280,48280,48280,47850,59826,2872597720
2019.4.30,48300,120,48150,48340,48050,23166,1115837130
2019.4.29,48180,130,48060,48180,48010,40040,1926323400
2019.4.26,48050,150,47900,48050,47860,40260,1930637650
2019.4.25,47900,770,47390,47900,47390,30742,1468260920
2019.4.24,47130,180,47000,47150,46950,58318,2736831050
2019.4.23,46950,-200,47160,47200,46950,26387,1240153690
2019.4.22,47150,230,46880,47230,46880,12848,604840090
2019.4.19,46920,180,46990,46990,46670,28860,1350750480
2019.4.18,46740,-110,46790,46790,46690,25376,1185669050
2019.4.17,46850,-320,46900,46940,46810,14703,688940450
2019.4.16,47170,20,47100,47240,47100,18257,861365500
2019.4.15,47150,-460,47400,47400,47120,29884,1411150810
2019.4.12,47610,-360,47650,47660,47530,8715,414586640
2019.4.11,47970,60,48000,48000,47930,5759,276209660
2019.4.10,47910,30,47890,48040,47890,9769,468760670
2019.4.9,47880,170,47770,47920,47770,7692,368284300
2019.4.8,47710,500,47380,47790,47350,9572,455381720
2019.4.5,47210,-160,47350,47370,47210,14330,677331760
2019.4.4,47370,-10,47380,47380,47250,6394,302416970
2019.4.3,47380,130,47440,47440,47250,10406,492504180
2019.4.2,47250,0,47200,47250,47060,19585,923014300
2019.4.1,47250,-90,47480,47480,47220,8541,403704210
2019.3.29,47340,-630,47930,47930,47250,19934,944572730
2019.3.28,47970,-130,48030,48090,47970,10840,520582390
2019.3.27,48100,20,48050,48180,48050,12102,582626480
2019.3.26,48080,80,48210,48300,48030,21688,1043770700
2019.3.25,48000,300,47830,48130,47830,20082,964834870
2019.3.22,47700,-150,47750,47750,47550,12167,579707540
2019.3.21,47850,210,47700,47860,47700,21955,1049891130
2019.3.20,47640,10,47630,47690,47570,22230,1058543380
2019.3.19,47630,210,47420,47690,47420,6344,302224960
2019.3.18,47420,-250,47740,47740,47220,12646,600619260
2019.3.15,47670,40,47600,47670,47320,8905,422851980
2019.3.14,47630,50,47640,47710,47630,10231,487637720
2019.3.13,47580,400,47380,47690,47350,9264,440733370
2019.3.12,47180,-280,47300,47300,47080,9708,457533730
2019.3.11,47460,250,47330,47480,47330,14591,691920070
2019.3.8,47210,390,46810,47210,46810,6846,321583730
2019.3.7,46820,-70,46880,46890,46770,24340,1139536600
2019.3.6,46890,70,46820,46950,46700,21911,1025386190
2019.3.5,46820,-120,46810,46820,46640,19529,912673220
2019.3.4,46940,-670,47600,47600,46920,42161,1980835400
2019.2.28,47610,-220,47820,47820,47530,40634,1934410490
2019.2.27,47830,-90,47910,47920,47770,21383,1022374970
2019.2.26,47920,-120,47950,47950,47730,15181,726467640
2019.2.25,48040,40,48000,48080,47950,7677,368685470
2019.2.22,48000,-330,48330,48330,47900,22726,1090969090
2019.2.21,48330,-150,48460,48510,48300,16411,794606120
2019.2.20,48480,480,48320,48550,48320,26928,1305487810
2019.2.19,48000,140,47940,48120,47940,36536,1755524040
2019.2.18,47860,280,47690,47920,47690,19393,927983190
2019.2.15,47580,200,47380,47630,47380,19680,936256690
2019.2.14,47380,30,47190,47380,47050,13494,639043870
2019.2.13,47350,-40,47390,47390,47230,19223,910099200
2019.2.12,47390,-40,47460,47460,47220,15923,753454450
2019.2.11,47430,120,47350,47500,47350,13187,626022100
2019.2.8,47310,170,47300,47420,47300,13757,651809940
2019.2.7,47140,-190,47280,47280,46270,15510,731305650
2019.2.1,47330,250,47090,47350,47090,30989,1465376790
2019.1.31,47080,-10,47100,47170,47000,16375,770902150
2019.1.30,47090,240,46850,47160,46850,35500,1667623370
2019.1.29,46850,80,46900,46940,46800,8770,411195640
2019.1.28,46770,330,46600,46810,46600,25707,1202143940
2019.1.25,46440,-140,46510,46590,46360,20385,948139850
2019.1.24,46580,20,46580,46600,46480,6608,307658700
2019.1.23,46560,0,46550,46690,46550,13632,635611450
2019.1.22,46560,80,46410,46570,46410,9953,463135240
2019.1.21,46480,-140,46200,46500,46200,30324,1407931280
2019.1.18,46620,0,46620,46650,46560,13251,617737930
2019.1.17,46620,160,46460,46650,46460,24404,1136928190
2019.1.16,46460,-110,46470,46610,46250,41770,1943562150
2019.1.15,46570,-50,46630,46630,46500,15794,735357220
2019.1.14,46620,140,46480,46630,46480,10878,506440550
2019.1.11,46480,-110,46440,46480,46150,6982,323888720
2019.1.10,46590,300,46440,46620,46440,10844,505051950
2019.1.9,46290,-140,46400,46490,46290,14921,692108060
2019.1.8,46430,-240,46560,46560,46290,9484,440497310
2019.1.7,46670,-110,46680,46680,46200,12053,558860640
2019.1.4,46780,50,46800,47000,46730,29504,1382311870
2019.1.3,46730,490,46290,46760,46250,42273,1970821650
2019.1.2,46240,270,45970,46280,45960,21244,980343750
2018.12.28,45970,210,45900,46050,45900,19222,883909720
2018.12.27,45760,-330,45800,45920,45650,23322,1067748560
2018.12.26,46090,380,45770,46090,45770,48824,2245376990
2018.12.24,45710,210,45530,45710,45530,21545,984043040
2018.12.21,45500,200,45600,45640,45420,32222,1468889590
2018.12.20,45300,0,45340,45340,45200,11258,509950530
2018.12.19,45300,40,45280,45360,45280,33974,1539771210
2018.12.18,45260,190,45310,45400,45250,34033,1541943190
2018.12.17,45070,-90,45380,45380,45050,5204,234791810
2018.12.14,45160,160,45000,45180,45000,11199,505213870
2018.12.13,45000,-180,45190,45200,45000,11599,522754960
2018.12.12,45180,-70,45250,45250,45150,11323,511731550
2018.12.11,45250,50,45130,45270,45130,31990,1446702420
2018.12.10,45200,590,44950,45270,44950,43063,1943448980
2018.12.7,44610,-80,44700,44700,44600,4689,209362650
2018.12.6,44690,350,44500,44700,44470,22786,1016447500
2018.12.5,44340,180,44480,44480,44310,9869,437832790
2018.12.4,44160,110,44060,44190,44060,8558,377946470
2018.12.3,44050,-220,44260,44270,43990,24251,1068040580
2018.11.30,44270,-30,44260,44330,44000,9906,438223890
2018.11.29,44300,130,44210,44330,44210,5811,257426300
2018.11.28,44170,-410,44380,44380,44130,20032,886425760
2018.11.27,44580,-60,44550,44610,44540,4521,201508070
2018.11.26,44640,-140,44660,44750,44550,8013,357677470
2018.11.23,44780,70,44740,44780,44690,8030,359280280
2018.11.22,44710,110,44650,44710,44620,9625,430027410
2018.11.21,44600,170,44480,44600,44480,8471,377490810
2018.11.20,44430,0,44460,44580,44430,10478,465867530
2018.11.19,44430,170,44260,44430,44250,11254,498749760
2018.11.16,44260,70,44130,44330,44120,7665,339340590
2018.11.15,44190,190,44200,44200,44110,14517,640972450
2018.11.14,44000,10,43990,44030,43860,9414,413521670
2018.11.13,43990,-230,44240,44240,43980,14043,618849480
2018.11.12,44220,-160,44150,44260,44090,9702,428415470
2018.11.9,44380,170,44220,44390,44220,2139,94808120
2018.11.8,44210,-310,44310,44330,44190,13892,614738390
2018.11.7,44520,-50,44530,44590,44390,16954,753934080
2018.11.6,44570,-100,44670,44670,44510,16298,726201850
2018.11.5,44670,-50,44700,44730,44650,25949,1159291430
2018.11.2,44720,30,44930,44930,44570,14127,632443360
2018.11.1,44690,-100,44780,44880,44650,13320,595605320
2018.10.31,44790,-320,44830,45020,44760,20476,918299060
2018.10.30,45110,-230,45380,45380,45100,17432,788218990
2018.10.29,45340,0,45340,45380,45190,39121,1772958730
2018.10.26,45340,40,45260,45420,45050,32530,1474064540
2018.10.25,45300,330,45100,45310,45090,31930,1444695640
2018.10.24,44970,70,45010,45060,44900,29388,1321704630
2018.10.23,44900,220,44660,44900,44660,13897,622736210
2018.10.22,44680,-170,44870,44900,44650,10035,449696180
2018.10.19,44850,200,44850,44900,44790,36568,1639667720
2018.10.18,44650,140,44510,44680,44450,15944,710849260
2018.10.17,44510,-100,44800,44800,44330,16573,735793880
2018.10.16,44610,-20,44790,44800,44560,10736,479634160
2018.10.15,44630,260,44370,44640,44360,25262,1126166630
2018.10.12,44370,440,44300,44570,44300,31280,1390960740
2018.10.11,43930,380,43860,43950,43800,20854,915797870
2018.10.10,43550,-190,43500,43550,43480,5269,229269530
2018.10.8,43740,10,43900,43910,43700,9704,424688590
2018.10.5,43730,90,43640,43760,43640,26775,1170136730
2018.10.4,43640,530,43350,43640,43350,14845,646494550
2018.10.2,43110,270,42780,43110,42780,5364,230488860
2018.10.1,42840,180,43000,43000,42600,9163,391587430
2018.9.28,42660,-510,42990,42990,42510,42751,1823493070
2018.9.27,43170,-410,43300,43390,43000,39942,1722198030
2018.9.21,43580,-30,43620,43630,43570,6989,304722750
2018.9.20,43610,90,43520,43610,43430,8465,368685980
2018.9.19,43520,-10,43550,43630,43460,9028,393311300
2018.9.18,43530,40,43690,43750,43530,7803,340360070
2018.9.17,43490,-10,43730,43730,43300,9819,426126570
2018.9.14,43500,-250,43510,43630,43500,10750,468166610
2018.9.13,43750,190,43700,43760,43560,9860,430511740
2018.9.12,43560,140,43630,43630,43450,13368,581839960
2018.9.11,43420,-160,43570,43670,43360,17373,756320170
2018.9.10,43580,20,43600,43600,43470,4992,217332980
2018.9.7,43560,90,43580,43650,43520,15498,675333680
2018.9.6,43470,300,43300,43470,43300,4807,208466840
2018.9.5,43170,20,43210,43330,43050,12458,537065850
2018.9.4,43150,-150,43450,43450,43150,15328,663150570
2018.9.3,43300,-120,43350,43550,43100,16121,697220900
2018.8.31,43420,70,43100,43440,43100,5786,250550690
2018.8.30,43350,140,43500,43500,43100,53999,2335406960
2018.8.29,43210,-210,43400,43400,43080,56281,2426782000
2018.8.28,43420,0,43600,43600,43300,98143,4248430740
2018.8.27,43420,-10,44030,44030,43390,26055,1132329970
2018.8.24,43430,-30,43500,43700,43400,40790,1768810530
2018.8.23,43460,30,43430,43690,43430,69557,3010700220
2018.8.22,43430,90,43340,43650,43270,54641,2371102040
2018.8.21,43340,150,43250,43340,43170,31136,1346371340
2018.8.20,43190,-410,43610,43990,43100,42650,1852448360
2018.8.17,43600,50,43550,44200,43220,15783,690145040
2018.8.16,43550,-210,43100,43550,43100,22498,972631110
2018.8.14,43760,-540,44050,44050,43700,37164,1626519010
2018.8.13,44300,320,44260,44350,44170,16660,737633710
2018.8.10,43980,50,44130,44130,43980,12222,538228390
2018.8.9,43930,-70,43960,44020,43810,20053,880090580
2018.8.8,44000,-50,44010,44030,43890,94346,4138685530
2018.8.7,44050,-80,44130,44200,44000,13117,577832260
2018.8.6,44130,90,44040,44180,44040,13154,580153210
2018.8.3,44040,-360,44150,44160,44010,27161,1196412110
2018.8.2,44400,180,44150,44400,44000,12484,550621080
2018.8.1,44220,70,44150,44300,44110,13102,579262780
2018.7.31,44150,0,44090,44190,44090,27307,1204716410
2018.7.30,44150,-50,44200,44210,44090,22094,974779080
2018.7.27,44200,-260,44480,44480,44150,37781,1673432180
2018.7.26,44460,-160,44500,44620,44420,26043,1158931270
2018.7.25,44620,-80,44750,44750,44540,16503,736101260
2018.7.24,44700,-170,44880,44920,44610,13920,622822710
2018.7.23,44870,160,45100,45100,44850,19286,865764690
2018.7.20,44710,-50,44790,44830,44650,21781,973729240
2018.7.19,44760,10,44800,44800,44660,73389,3276336730
2018.7.18,44750,-330,45060,45060,44690,21254,950650060
2018.7.17,45080,-130,45210,45210,44950,17053,768160650
2018.7.16,45210,60,45150,45250,45070,8967,405162440
2018.7.13,45150,-60,45120,45190,45120,5175,233626680
2018.7.12,45210,-30,45200,45270,45160,6821,308394350
2018.7.11,45240,-30,45340,45340,45150,3992,180556210
2018.7.10,45270,70,45390,45390,45100,8276,374017890
2018.7.9,45200,200,45270,45270,45020,8597,387808300
2018.7.6,45000,-280,45380,45430,45000,8219,372719550
2018.7.5,45280,30,45250,45370,45230,8869,401835650
2018.7.4,45250,460,45140,45310,45120,5561,251422820
2018.7.3,44790,-290,44980,44980,44780,16041,719336450
2018.7.2,45080,70,45130,45130,45030,4262,192108970
2018.6.29,45010,-380,45160,45180,44910,26750,1205286810
2018.6.28,45390,80,45330,45390,45300,69019,3124431510
2018.6.27,45310,-40,45300,45360,45260,11021,499375330
2018.6.26,45350,-160,45510,45750,45350,5859,266348700
2018.6.25,45510,120,45600,45710,45510,5748,262439500
2018.6.22,45390,120,45300,45520,45290,4574,207404980
2018.6.21,45270,-180,45450,45450,45250,4342,196790820
2018.6.20,45450,-280,45720,45720,45450,11531,525286800
2018.6.19,45730,160,45670,45840,45580,18339,837474780
2018.6.18,45570,-230,45450,45660,45410,13765,627216610
2018.6.15,45800,500,45600,45810,45560,27426,1253181230
2018.6.14,45300,270,45200,45300,45200,12795,578989800
2018.6.12,45030,70,45080,45110,44920,10650,479268960
2018.6.11,44960,130,44960,45040,44950,9097,409211310
2018.6.8,44830,70,44810,44920,44810,5706,255948240
2018.6.7,44760,110,44660,44760,44660,7669,342798240
2018.6.5,44650,-50,44710,44710,44580,62937,2804902500
2018.6.4,44700,-500,45070,45070,44640,40974,1831619030
2018.6.1,45200,-140,45330,45330,45070,5246,236734380
2018.5.31,45340,30,45300,45340,45170,8236,372483500
2018.5.30,45310,190,45400,45440,45220,54879,2483680250
2018.5.29,45120,160,45030,45190,45030,6965,314137310
2018.5.28,44960,-290,45150,45150,44890,20720,931670540
2018.5.25,45250,100,45570,45570,45250,14234,645765610
2018.5.24,45150,150,45090,45220,45090,4526,204339340
2018.5.23,45000,-40,45040,45080,44970,16613,747963180
2018.5.21,45040,80,44990,45250,44990,8956,403571840
2018.5.18,44960,-40,45000,45090,44890,12859,578113100
2018.5.17,45000,-50,45050,45050,44970,12820,576838750
2018.5.16,45050,-400,45360,45360,45000,39057,1760597060
2018.5.15,45450,0,45600,45600,45350,18921,859752120
2018.5.14,45450,10,45210,45650,45210,12728,578205350
2018.5.11,45440,-60,45500,45630,45440,14938,679692310
2018.5.10,45500,-170,45670,45790,45430,9095,414230630
2018.5.9,45670,110,45700,45920,45560,18847,860761480
2018.5.8,45560,0,45560,45740,45550,17895,816124720
2018.5.4,45560,130,45550,45580,45490,7936,361403250
2018.5.3,45430,0,45600,45600,45370,8410,382041990
2018.5.2,45430,-40,45400,45500,45200,19239,871250280
2018.4.30,45470,-180,45900,45900,45400,24238,1102285390
2018.4.27,45650,-400,45990,45990,45600,18032,823886780
2018.4.26,46050,-20,46050,46150,45970,5532,254647390
2018.4.25,46070,90,46060,46190,46050,5910,272585940
2018.4.24,45980,0,45980,46030,45900,3867,177747730
2018.4.23,45980,-160,46000,46000,45890,5080,233243160
2018.4.20,46140,10,46130,46220,46090,14342,662101830
2018.4.19,46130,-40,46310,46320,46130,12836,593095010
2018.4.18,46170,-130,46230,46260,46010,7510,346571490
2018.4.17,46300,-140,46400,46500,46200,10383,481727560
2018.4.16,46440,320,46450,46500,46180,19629,910990840
2018.4.13,46120,-330,46000,46400,45920,12149,560878470
2018.4.12,46450,350,46350,46520,46220,43149,2003144020
2018.4.11,46100,270,46000,46100,45970,27429,1262586690
2018.4.10,45830,80,45900,46100,45800,18722,860710270
2018.4.9,45750,110,45520,45850,45520,9865,451147590
2018.4.6,45640,160,45550,45720,45540,9474,431994950
2018.4.5,45480,-140,45620,45620,45390,18184,826849120
2018.4.4,45620,-30,46500,46500,45390,7832,356211680
2018.4.3,45650,250,45800,45800,45650,6889,314926190
2018.4.2,45400,-400,45880,45880,45300,43507,1975567600
2018.3.30,45800,110,46000,46000,45660,10143,464487150
2018.3.29,45690,-480,45690,45830,45570,18820,859003320
