날짜,종가,대비,시가,고가,저가,거래량,거래대금
2016.4.6,45800,100,45790,46100,45790,5069,232558760
2016.4.5,45700,200,45500,45700,45200,1947,88768590
2016.4.4,45500,-400,45600,45600,44900,14028,633733870
2016.4.1,45900,560,45880,45900,45540,8465,387006650
2016.3.31,45340,-730,45690,45690,45260,15343,696013080
2016.3.30,46070,270,46200,46280,45900,6830,314386430
2016.3.29,45800,-40,46800,46800,45750,10531,483334220
2016.3.28,45840,-650,46470,46470,45750,13085,601054510
2016.3.25,46490,790,45800,47920,45800,6513,300315110
2016.3.24,45700,-300,45410,45990,45410,15970,729516600
2016.3.23,46000,-460,46490,46860,45550,20827,957956190
2016.3.22,46460,-640,46530,46960,46460,14912,694406980
2016.3.21,47100,-450,47150,47500,47000,8318,392739460
2016.3.18,47550,-150,47600,47600,47150,7666,363003490
2016.3.17,47700,250,48000,48010,47600,8782,420088600
2016.3.16,47450,350,47100,47450,47100,7087,335441220
2016.3.15,47100,-900,47610,47610,47100,27082,1281177360
2016.3.14,48000,-1100,48950,48950,47930,17440,838993140
2016.3.11,49100,360,49050,49330,49000,18497,909663800
2016.3.10,48740,-310,49010,49010,48490,12736,619918560
2016.3.9,49050,180,48990,49080,48870,14144,692656790
2016.3.8,48870,220,48650,48900,48650,15834,773317030
2016.3.7,48650,-10,48690,48990,48540,14245,693784420
2016.3.4,48660,30,48720,48900,48580,27398,1334752020
2016.3.3,48630,230,48400,48800,48400,9623,467398680
2016.3.2,48400,-300,48700,48990,48400,18003,876634960
2016.2.29,48700,-340,49000,49050,48610,13388,653156290
2016.2.26,49040,230,48980,49040,48700,12936,632277010
2016.2.25,48810,670,48500,48880,48500,23528,1147861710
2016.2.24,48140,140,48000,48250,48000,27075,1303430270
2016.2.23,48000,120,47880,48050,46630,26699,1277057770
2016.2.22,47880,-70,48000,48050,47690,23438,1123325000
2016.2.19,47950,930,47500,48020,47500,29516,1414160920
2016.2.18,47020,290,46500,47150,46500,30436,1426669250
2016.2.17,46730,660,46990,46990,46100,16392,765344110
2016.2.16,46070,-920,46900,46900,45900,28160,1300591640
2016.2.15,46990,-1010,47990,47990,46520,33658,1587631720
2016.2.12,48000,1970,47250,48030,47250,56672,2712065090
2016.2.11,46030,1890,44930,46030,44930,46488,2127022500
2016.2.5,44140,340,43950,44170,43940,22858,1007805630
2016.2.4,43800,200,43720,43900,43660,12752,557669470
2016.2.3,43600,290,43430,43640,43350,19885,865701680
2016.2.2,43310,290,43060,43340,43050,5432,235083790
2016.2.1,43020,-150,43170,43330,43000,9404,406902590
2016.1.29,43170,70,43240,43250,42900,8290,357619770
2016.1.28,43100,200,42950,43250,42950,9146,394219300
2016.1.27,42900,190,42730,42970,42730,10891,467108950
2016.1.26,42710,110,42600,42710,42600,11050,471701220
2016.1.25,42600,0,42500,42690,42440,6657,283125810
2016.1.22,42600,70,42500,42660,42410,15857,675808030
2016.1.21,42530,80,42690,42690,42450,3405,144704960
2016.1.20,42450,140,42300,42510,42300,4420,187677530
2016.1.19,42310,-230,42690,42690,42310,5265,223532060
2016.1.18,42540,240,42490,42590,42400,13939,592582090
2016.1.15,42300,-130,42200,42320,42000,3271,137900910
2016.1.14,42430,430,42390,42450,41900,8676,367450270
2016.1.13,42000,-410,42350,42350,41340,7521,316453800
2016.1.12,42410,210,42200,42410,42180,9870,417440110
2016.1.11,42200,300,42000,42350,42000,17822,752844860
2016.1.8,41900,260,41800,41990,41800,13697,574272930
2016.1.7,41640,290,41500,41750,41400,12680,527411690
2016.1.6,41350,150,41200,41420,41100,7550,312155770
2016.1.5,41200,120,41080,41290,41070,3633,149642200
2016.1.4,41080,410,40700,41080,40700,1341,54942070
2015.12.30,40670,30,40650,40800,40500,6494,263606530
2015.12.29,40640,30,40600,40750,40400,2703,109753930
2015.12.28,40610,-160,40870,41070,40550,5163,209947970
2015.12.24,40770,-30,40800,41050,40610,6320,257524790
2015.12.23,40800,-290,41010,41010,40650,4267,173922670
2015.12.22,41090,190,40900,41090,40700,3388,138699850
2015.12.21,40900,310,40700,40990,40500,2320,94447710
2015.12.18,40590,-270,40500,41000,40390,9597,388666080
2015.12.17,40860,160,40980,40980,40700,3910,159502240
2015.12.16,40700,-100,40750,40750,40500,4663,189380450
2015.12.15,40800,-250,41050,41050,40700,5697,232246150
2015.12.14,41050,150,41000,41280,40850,1823,74778190
2015.12.11,40900,-300,41200,41290,40750,10193,417863780
2015.12.10,41200,210,41100,41200,40710,3414,140159380
2015.12.9,40990,300,40700,41000,40700,3405,139324310
2015.12.8,40690,90,40600,40690,40500,1331,54081880
2015.12.7,40600,680,40590,40720,40180,5300,215198340
2015.12.4,39920,20,40580,40580,39800,8572,341936850
2015.12.3,39900,-450,40750,40750,39750,14671,586001270
2015.12.2,40350,-110,40440,40440,40170,6229,251089590
2015.12.1,40460,470,40300,40500,40290,4525,182545050
2015.11.30,39990,-90,40000,40100,39800,14585,582263890
2015.11.27,40080,-40,40200,40290,39900,24811,992683830
2015.11.26,40120,-230,40100,40150,39900,17803,712623670
2015.11.25,40350,-70,41200,41200,40100,24877,1001950460
2015.11.24,40420,-300,41400,41400,40300,32493,1313489680
2015.11.23,40720,-270,40900,41000,40710,25046,1023965230
2015.11.20,40990,-10,41020,41200,40900,16081,659358710
2015.11.19,41000,-150,41490,41490,40950,19110,783976470
2015.11.18,41150,-200,41000,41400,40800,22408,919036280
2015.11.17,41350,-400,41600,41600,41180,13411,553785550
2015.11.16,41750,350,41550,41750,41550,4485,187064140
2015.11.13,41400,-20,41400,41490,41000,7503,309106770
2015.11.12,41420,350,41150,41600,40900,16119,660472250
2015.11.11,41070,-180,41250,41490,41050,23391,963158050
2015.11.10,41250,-450,41700,41890,41100,24222,1001064610
2015.11.9,41700,-100,41700,41790,41350,16518,685500730
2015.11.6,41800,0,41800,41910,41470,11391,473945720
2015.11.5,41800,-80,41880,41880,41300,16807,698504570
2015.11.4,41880,-220,42000,42450,41200,25522,1060446080
2015.11.3,42100,-200,42320,42320,41750,16815,703952270
2015.11.2,42300,-380,42710,42710,42130,18537,782819100
2015.10.30,42680,-270,42940,42940,42270,16809,713138870
2015.10.29,42950,10,43070,43070,42870,1438,61728960
2015.10.28,42940,160,42970,42980,42750,2694,115512300
2015.10.27,42780,-70,42850,42850,42650,7283,310986140
2015.10.26,42850,150,43000,43000,42700,2616,111932430
2015.10.23,42700,-280,43000,43000,42640,10542,450354760
2015.10.22,42980,-120,42900,43040,42850,2593,111287490
2015.10.21,43100,130,43210,43210,42800,3892,167534680
2015.10.20,42970,-150,43140,43140,42730,6017,257640160
2015.10.19,43120,-80,43200,43440,42570,12386,530472570
2015.10.16,43200,-100,43400,43400,43110,6724,290532240
2015.10.15,43300,200,43400,43400,43210,5822,252035830
2015.10.14,43100,100,43250,43300,43100,4066,175676590
2015.10.13,43000,-50,43180,43180,42910,2807,120663600
2015.10.12,43050,150,42900,43220,42900,3169,136436230
2015.10.8,42900,-250,43150,43150,42900,4434,190557510
2015.10.7,43150,100,43090,43300,43090,2361,102046040
2015.10.6,43050,-10,43000,43300,42850,5845,251288630
2015.10.5,43060,310,43250,43400,43010,2951,127277160
2015.10.2,42750,210,42700,42800,42470,6182,263331330
2015.10.1,42540,-740,43050,43050,42410,22863,974058310
2015.9.30,43280,-420,43750,43750,43000,8603,373406900
2015.9.25,43700,400,43700,43790,43600,10155,443877010
2015.9.24,43300,70,43580,43590,43200,3736,162070510
2015.9.23,43230,0,43230,43240,42800,4648,200567870
2015.9.22,43230,130,43480,43480,43100,4602,198897400
2015.9.21,43100,310,43280,43290,43090,4922,212275810
2015.9.18,42790,190,42900,43000,42630,5139,219783610
2015.9.17,42600,100,42900,42900,42500,7213,307568770
2015.9.16,42500,-380,42800,42900,42400,17434,740558680
2015.9.15,42880,130,42750,43000,42400,12722,541865440
2015.9.14,42750,-550,43300,43300,42500,9459,403578720
2015.9.11,43300,550,42750,43400,42700,9980,429178410
2015.9.10,42750,-400,43000,43000,42750,9752,417571340
2015.9.9,43150,-290,43500,43500,42700,10857,468231730
2015.9.8,43440,-30,43500,43500,43300,3744,162490900
2015.9.7,43470,40,43500,43500,43280,4230,183634510
2015.9.4,43430,230,43500,43550,43050,5694,247595760
2015.9.3,43200,-100,43100,43500,43040,2726,118228960
2015.9.2,43300,300,43600,43600,43010,5505,237648310
2015.9.1,43000,-150,43990,43990,43000,7510,324774770
2015.8.31,43150,350,42900,43170,42900,5999,258584030
2015.8.28,42800,10,42790,42900,42490,15091,645029910
2015.8.27,42790,-100,42890,43050,42700,15912,680072050
2015.8.26,42890,-1260,43690,43800,42710,9569,413647080
2015.8.25,44150,-320,44300,44300,43720,18023,794389590
2015.8.24,44470,370,44300,44600,44050,23980,1062480200
2015.8.21,44100,970,43330,44300,43330,30616,1344532940
2015.8.20,43130,500,42750,43200,42750,16480,708504440
2015.8.19,42630,30,42750,42750,42600,7874,335829810
2015.8.18,42600,40,42590,42700,42560,10000,426392600
2015.8.17,42560,110,42460,42590,42430,11881,505147910
2015.8.13,42450,120,42500,42500,42410,8626,366182700
2015.8.12,42330,630,42290,42400,42000,18930,800723150
2015.8.11,41700,150,41680,41730,41510,7558,314877410
2015.8.10,41550,100,41450,41570,41410,11636,482906240
2015.8.7,41450,10,41440,41450,41250,14765,610203760
2015.8.6,41440,60,41410,41480,41300,3699,153106730
2015.8.5,41380,80,41240,41500,41240,1761,72971130
2015.8.4,41300,-250,41500,41540,41180,10544,435595940
2015.8.3,41550,100,41500,42000,41490,3034,125955960
2015.7.31,41450,-140,41580,41580,41350,13627,564893400
2015.7.30,41590,40,41600,41700,41550,4818,200413070
2015.7.29,41550,-80,41630,41700,41500,13285,551932560
2015.7.28,41630,-170,41940,41950,41620,11731,489660800
2015.7.27,41800,230,42260,42260,41700,4524,189273740
2015.7.24,41570,-310,41750,41790,41410,16240,675455720
2015.7.23,41880,330,41550,41890,41550,4863,203325710
2015.7.22,41550,-450,41840,41840,41500,19580,815209070
2015.7.21,42000,-40,42000,42090,41940,18129,761199340
2015.7.20,42040,-640,42450,42450,41100,27756,1164716110
2015.7.17,42680,-20,42650,42680,42470,10756,458026440
2015.7.16,42700,-90,42790,42790,42700,4392,187812400
2015.7.15,42790,-10,42800,42810,42760,2350,100554170
2015.7.14,42800,100,42780,42850,42690,4785,204635050
2015.7.13,42700,0,42700,42800,42650,7673,327544550
2015.7.10,42700,0,42600,42700,42500,12363,526188480
2015.7.9,42700,100,42650,42840,42630,8152,348628320
2015.7.8,42600,-290,42740,42740,42590,8849,377228200
2015.7.7,42890,10,42950,42950,42720,3038,130167570
2015.7.6,42880,270,42980,43000,42710,10474,448871180
2015.7.3,42610,-230,42440,42630,42400,8808,374526290
2015.7.2,42840,-10,42800,42840,42500,6296,268270860
2015.7.1,42850,-60,42900,42900,42500,7139,304980840
2015.6.30,42910,-140,43050,43050,42550,5510,235834090
2015.6.29,43050,490,43010,43100,42860,4754,204297880
2015.6.26,42560,-90,42530,42700,42530,2829,120575850
2015.6.25,42650,-100,42750,42800,42650,7785,332521870
2015.6.24,42750,220,42390,42750,42390,2948,125414380
2015.6.23,42530,-170,42670,42670,42410,5514,234267410
2015.6.22,42700,-140,42830,42840,42650,8560,365486010
2015.6.19,42840,330,42650,42850,42650,2999,128229010
2015.6.18,42510,-190,42720,42790,42450,16452,700410870
2015.6.17,42700,-50,42750,42750,42600,5188,221156290
2015.6.16,42750,210,42790,42800,42730,6715,287150190
2015.6.15,42540,-210,42660,42730,42500,4871,207541080
2015.6.12,42750,250,42500,42760,42450,7539,320806930
2015.6.11,42500,-140,42770,42770,42440,10610,451882320
2015.6.10,42640,0,42800,42800,42400,7002,298263900
2015.6.9,42640,-60,42680,42780,42400,2234,95145220
2015.6.8,42700,270,42600,42790,42500,4445,189452880
2015.6.5,42430,-250,42900,42900,42290,10521,445689560
2015.6.4,42680,-100,42690,42690,42500,3381,143874600
2015.6.3,42780,-60,42900,42900,42600,10782,460745280
2015.6.2,42840,0,42870,42890,42750,5954,254973860
2015.6.1,42840,150,42810,42850,42800,3434,147100390
2015.5.29,42690,0,42650,42690,42550,7278,310157940
2015.5.28,42690,170,42520,42800,42520,5522,235311070
2015.5.27,42520,-230,42650,42650,42480,7278,309741440
2015.5.26,42750,30,42790,42790,42660,1790,76455540
2015.5.22,42720,-130,42900,42900,42490,10281,438566180
2015.5.21,42850,40,42810,42860,42800,2911,124684910
2015.5.20,42810,-140,42880,42880,42650,5566,237916000
2015.5.19,42950,80,43000,43000,42850,5008,215048340
2015.5.18,42870,100,42770,42900,42750,3698,158359730
2015.5.15,42770,60,42800,42910,42770,8257,353630120
2015.5.14,42710,410,42790,42840,42600,9780,418118230
2015.5.13,42300,320,41980,42340,41980,3193,134946550
2015.5.12,41980,-110,42190,42190,41940,5596,235429410
2015.5.11,42090,190,41850,42100,41700,7072,295875590
2015.5.8,41900,-80,41960,42000,41800,8887,372349310
2015.5.7,41980,90,41880,42100,41850,5275,221239040
2015.5.6,41890,190,42000,42250,41890,3717,156085340
2015.5.4,41700,-300,41910,41910,41500,13256,552422750
2015.4.30,42000,-100,42300,42300,41850,4426,185776380
2015.4.29,42100,120,42240,42240,42050,2284,96125430
2015.4.28,41980,530,41770,42140,41770,2846,119309020
2015.4.27,41450,-350,41600,41640,41200,14998,621378030
2015.4.24,41800,0,41800,42000,41700,22268,930674920
2015.4.23,41800,-320,41800,41900,41650,11772,491415220
2015.4.22,42120,30,42400,42400,42000,12139,510905620
2015.4.21,42090,-190,42050,42090,41850,20167,846315940
2015.4.20,42280,30,42200,42300,42180,5363,226558750
2015.4.17,42250,-250,42350,42350,42060,16893,712111280
2015.4.16,42500,10,42900,42900,42400,3647,154969200
2015.4.15,42490,-90,42400,42500,42250,12444,526743400
2015.4.14,42580,-200,42800,42800,42500,9748,415312570
2015.4.13,42780,280,42700,42840,42610,5095,217421320
2015.4.10,42500,-40,42800,42800,42450,7449,316488780
2015.4.9,42540,-260,42690,42740,42420,12254,520923490
2015.4.8,42800,20,42800,42970,42750,10382,444533970
2015.4.7,42780,30,42850,42900,42740,9534,408239640
2015.4.6,42750,0,43050,43050,42700,9688,414411610
2015.4.3,42750,10,42720,42750,42650,5235,223549890
2015.4.2,42740,320,42850,42850,42700,12541,536236630
2015.4.1,42420,-90,42450,42470,42360,9867,418796830
2015.3.31,42510,-310,42800,42800,42480,15163,645151270
2015.3.30,42820,-180,42900,43000,42780,5987,256444850
2015.3.27,43000,100,43290,43290,42950,7620,327693980
2015.3.26,42900,250,42970,43000,42650,1964,84200040
2015.3.25,42650,-150,42900,42900,42500,7137,304239390
2015.3.24,42800,-200,43310,43310,42700,7748,331816220
2015.3.23,43000,30,43480,43480,42970,9867,425355670
2015.3.20,42970,190,43230,43230,42870,7875,338315460
2015.3.19,42780,430,42950,42950,42700,1886,80687410
2015.3.18,42350,-350,42900,42900,42350,17116,727201210
2015.3.17,42700,-400,43100,43100,42600,11754,502532830
2015.3.16,43100,200,43400,43400,42900,5813,250521350
2015.3.13,42900,250,42660,42900,42650,1480,63279740
2015.3.12,42650,-100,42690,43000,42500,8556,365132190
2015.3.11,42750,150,42750,43090,42600,4986,213912070
2015.3.10,42600,10,43190,43190,42550,5097,217600800
2015.3.9,42590,-460,42880,42990,42300,9365,398763950
2015.3.6,43050,-300,43300,43300,42850,5754,247439650
2015.3.5,43350,90,43300,43400,43250,2912,126256170
2015.3.4,43260,60,43370,43450,43180,6765,292374230
2015.3.3,43200,-500,43490,43510,42870,6563,283106380
2015.3.2,43700,500,43700,43770,43560,4135,180447280
2015.2.27,43200,100,43500,43500,43050,6902,297886700
2015.2.26,43100,-310,43700,43700,42900,25884,1115621460
2015.2.25,43410,-590,43990,44100,43400,10708,467923020
2015.2.24,44000,300,43750,44300,43640,14467,633105080
2015.2.23,43700,-710,44450,44970,43600,10735,473495890
2015.2.17,44410,20,44850,44850,44380,6494,288771780
2015.2.16,44390,690,44490,44600,43800,5909,260165980
2015.2.13,43700,-300,44000,44100,43600,5149,225763910
2015.2.12,44000,20,43600,44000,43600,3500,153660430
2015.2.11,43980,-260,44150,44550,43960,11901,524992500
2015.2.10,44240,-110,44370,44500,44100,6173,272974320
2015.2.9,44350,-410,44500,44550,43950,8071,356100060
2015.2.6,44760,-170,44600,44800,44500,4373,195272050
2015.2.5,44930,560,45120,45120,44810,2888,129835440
2015.2.4,44370,-900,44500,44990,44350,17289,768372110
2015.2.3,45270,-80,45000,45280,44900,3297,149006400
2015.2.2,45350,650,45450,45450,44690,3153,142672750
2015.1.30,44700,-350,44690,44720,44500,7793,347536580
2015.1.29,45050,-10,45050,45050,44840,6932,311724020
2015.1.28,45060,710,44700,45170,44640,5690,256206160
2015.1.27,44350,-650,44850,44850,44200,17133,759160420
2015.1.26,45000,-250,45000,45240,44990,7655,344989120
2015.1.23,45250,50,45200,45400,45200,24613,1114896480
2015.1.22,45200,-100,45260,45260,44870,9301,419066740
2015.1.21,45300,890,45170,45300,45110,10929,494041690
2015.1.20,44410,210,44250,44410,44230,11748,520786640
2015.1.19,44200,640,44050,44250,44050,14187,626933930
2015.1.16,43560,640,43010,43600,43010,11870,516395080
2015.1.15,42920,-10,43000,43000,42840,1376,59008280
2015.1.14,42930,-150,43080,43080,42750,4366,187163070
2015.1.13,43080,180,43300,43300,43010,2017,86961170
2015.1.12,42900,100,42850,43000,42840,1495,64146280
2015.1.9,42800,-90,42860,43000,42700,9482,405794680
2015.1.8,42890,-80,43000,43000,42770,4833,207086250
2015.1.7,42970,260,43190,43190,42810,3266,140434140
2015.1.6,42710,30,42700,42950,42700,5180,221470450
2015.1.5,42680,380,42400,42700,42370,4362,185310060
2015.1.2,42300,-30,42300,42990,42300,5509,233296910
2014.12.30,42330,-170,42450,42450,42200,4917,208182170
2014.12.29,42500,270,42400,42600,42370,2221,94311970
2014.12.26,42230,130,42080,42240,42060,3325,140123620
2014.12.24,42100,-190,42280,42280,42000,10821,455076430
2014.12.23,42290,-190,42060,42290,41850,10806,453288970
2014.12.22,42480,-220,42590,42630,42410,6452,274540920
2014.12.19,42700,-40,42700,42700,42600,12577,536482250
2014.12.18,42740,390,42340,42800,42200,8507,363268320
2014.12.17,42350,250,41990,42350,41900,8758,368173730
2014.12.16,42100,-1220,42500,42600,42060,28240,1195343750
2014.12.15,43320,-230,43650,43650,43320,5674,246833720
2014.12.12,43550,-90,43850,43850,43450,12047,525874550
2014.12.11,43640,-210,43770,43770,43500,10416,453673000
2014.12.10,43850,880,43700,43850,43700,10500,459440000
2014.12.9,42970,-60,43030,43250,42970,7648,329092060
2014.12.8,43030,-20,43000,43030,42970,7714,331578490
2014.12.5,43050,-250,43200,43200,43000,5728,246791060
2014.12.4,43300,250,43110,43350,43110,16076,695554960
2014.12.3,43050,100,42900,43100,42900,3324,143020860
2014.12.2,42950,1490,42700,43100,42700,11052,475231050
2014.12.1,41460,-910,41900,41900,41460,16410,682361050
2014.11.28,42370,80,42280,42450,42280,595,25203190
2014.11.27,42290,-620,42810,42810,42240,12379,526546780
2014.11.26,42910,10,42990,42990,42840,8789,376784380
2014.11.25,42900,-200,43100,43110,42900,13474,579032230
2014.11.24,43100,260,43000,43150,43000,5160,222349650
2014.11.21,42840,390,42820,42900,42720,9082,388423990
2014.11.20,42450,-180,42530,42530,42200,14339,607506850
2014.11.19,42630,400,42650,42650,42500,8996,382908450
2014.11.18,42230,270,42000,42230,42000,5456,229702210
2014.11.17,41960,790,41500,42290,41500,5398,226531330
2014.11.14,41170,-90,41440,41440,41050,6617,272824420
2014.11.13,41260,-10,41150,41390,40950,1947,80259700
2014.11.12,41270,670,41000,41300,41000,6427,265115400
2014.11.11,40600,-550,41000,41000,40550,9977,405334540
2014.11.10,41150,1050,40900,41200,40900,12423,510507250
2014.11.7,40100,-170,40500,40500,40100,6874,276556160
2014.11.6,40270,-420,40500,40500,40140,18508,744011090
2014.11.5,40690,-210,40850,40850,40600,11459,465925630
2014.11.4,40900,330,40800,40900,40720,12187,496839100
2014.11.3,40570,-430,40650,40780,40500,18229,739941390
2014.10.31,41000,-300,41200,41200,40900,10806,442750980
2014.10.30,41300,-370,41570,41570,41300,13006,537890450
2014.10.29,41670,-20,41780,41780,41600,5197,216412170
2014.10.28,41690,-210,41800,41880,41650,7925,330539710
2014.10.27,41900,-180,42950,42950,41700,9972,418403850
2014.10.24,42080,-320,42050,42200,42050,15520,654092570
2014.10.23,42400,-150,42500,42500,42350,2814,119358900
2014.10.22,42550,50,42500,42590,42500,6766,287628120
2014.10.21,42500,40,42650,42650,42450,10430,443553820
2014.10.20,42460,-90,42400,42460,42300,8689,368177010
2014.10.17,42550,70,42510,42690,42480,2674,114111110
2014.10.16,42480,280,42500,42570,42300,7298,309923660
2014.10.15,42200,-240,42400,42400,42120,9594,405623080
2014.10.14,42440,-60,42490,42550,42380,10776,456888730
2014.10.13,42500,240,42490,42680,42490,19457,828824560
2014.10.10,42260,160,42500,42500,42250,7275,307903290
2014.10.8,42100,530,41800,42100,41800,13374,562040060
2014.10.7,41570,370,41250,41580,41250,11038,458821410
2014.10.6,41200,-550,41600,41600,40810,2981,122162680
2014.10.2,41750,230,41700,41800,41600,312,13027200
2014.10.1,41520,40,41480,41520,41400,2222,92160580
2014.9.30,41480,70,41500,41510,41410,216,8954040
2014.9.29,41410,-20,41500,41500,41300,2547,105426850
2014.9.26,41430,280,41200,41900,41200,2182,90386660
2014.9.25,41150,-200,41280,41280,40900,4316,177134970
2014.9.24,41350,50,41070,41480,41070,2289,94645050
2014.9.23,41300,260,41500,41500,41110,989,40867110
2014.9.22,41040,-260,41200,41200,40880,9849,404147330
2014.9.19,41300,20,41280,41670,41220,1986,81976020
2014.9.18,41280,-120,41250,41300,41150,4314,177809380
2014.9.17,41400,-80,41500,41500,41300,2206,91280650
2014.9.16,41480,70,41280,41480,41280,3473,143688520
2014.9.15,41410,-190,41700,41700,41350,5904,244692360
2014.9.12,41600,-190,41750,41750,41410,10781,448286390
2014.9.11,41790,-110,41780,41800,41750,4233,176875580
2014.9.5,41900,0,41820,41900,41600,13016,543430880
2014.9.4,41900,0,41950,41950,41800,3408,142755470
2014.9.3,41900,-270,41900,42000,41640,5163,215803740
2014.9.2,42170,-30,42160,42180,42130,2726,114942110
2014.9.1,42200,-50,42250,42250,42180,2986,126013060
2014.8.29,42250,70,42480,42500,42250,9842,416505730
2014.8.28,42180,80,42100,42180,42100,3380,142333830
2014.8.27,42100,-120,42140,42150,42080,5593,235535590
2014.8.26,42220,70,42200,42240,42050,2844,119781710
2014.8.25,42150,-50,42300,42300,42110,2081,87776300
2014.8.22,42200,-380,42300,42300,42100,6085,256741720
2014.8.21,42580,-220,42800,42800,42550,2995,127702080
2014.8.20,42800,40,42800,42800,42720,1715,73352870
2014.8.19,42760,-50,42800,42850,42740,5803,248435480
2014.8.18,42810,-530,43080,43080,42720,4586,196345570
2014.8.14,43340,-130,43510,43550,43340,3636,157876760
2014.8.13,43470,120,43520,43520,43380,1350,58678550
2014.8.12,43350,-200,43550,43550,43350,5024,218411000
2014.8.11,43550,-610,44100,44100,43460,12928,564284420
2014.8.8,44160,530,43660,44180,43660,11904,523835410
2014.8.7,43630,480,43350,43670,43350,6105,265970940
2014.8.6,43150,170,43150,43170,43110,107,4616900
2014.8.5,42980,-30,43100,43150,42900,3256,140121790
2014.8.4,43010,110,42900,43120,42900,503,21614110
2014.8.1,42900,-50,42900,43000,42870,723,31030390
2014.7.31,42950,50,42990,42990,42830,989,42429060
2014.7.30,42900,-270,43200,43200,42900,3254,139852400
2014.7.29,43170,-150,43320,43500,43150,7737,334566320
2014.7.28,43320,490,43300,43380,43100,336,14536420
2014.7.25,42830,-260,43100,43100,42830,2910,124992920
2014.7.24,43090,-10,43200,43200,43080,695,29963830
2014.7.23,43100,-190,43300,43300,43100,8578,371214440
2014.7.22,43290,-210,43410,43500,43250,2589,112244090
2014.7.21,43500,-230,43640,43650,43340,1305,56752800
2014.7.18,43730,380,43500,43900,43500,987,43113330
2014.7.17,43350,130,43250,43450,43190,897,38864940
2014.7.16,43220,-80,43040,43300,43040,1062,45815030
2014.7.15,43300,-420,43200,43400,42900,1953,84353700
2014.7.14,43720,-350,43880,44060,43720,1931,84820350
2014.7.11,44070,640,43780,44090,43770,7841,343861050
2014.7.10,43430,200,43450,43450,43270,2204,95550540
2014.7.9,43230,80,43100,43230,43100,1351,58353230
2014.7.8,43150,250,43200,43200,43000,1396,60168960
2014.7.7,42900,-100,43200,43200,42900,2315,99495260
2014.7.4,43000,-150,43030,43100,42990,4160,178988760
2014.7.3,43150,-50,43300,43300,43000,4269,184164860
2014.7.2,43200,-190,43320,43350,43200,3458,149668570
2014.7.1,43390,360,43300,43500,43250,894,38828870
2014.6.30,43030,-270,43290,43290,43000,1077,46342910
2014.6.27,43300,70,43230,43300,43060,2426,104822990
2014.6.26,43230,-60,43490,43490,43150,1463,63392770
2014.6.25,43290,40,43050,43450,43050,6577,285270970
2014.6.24,43250,50,43170,43300,43170,2967,128341400
2014.6.23,43200,-50,43250,43250,43040,2427,104744200
2014.6.20,43250,1160,43000,43250,43000,3119,134481360
2014.6.19,42090,110,42130,42130,42090,516,21719160
2014.6.18,41980,80,42000,42100,41900,3394,142519420
2014.6.17,41900,-400,42100,42100,41850,3469,145696960
2014.6.16,42300,440,42200,42300,42140,3839,162153950
2014.6.13,41860,410,41980,41980,41800,2641,110529490
2014.6.12,41450,-10,41680,41680,41450,3441,142715590
2014.6.11,41460,210,41270,41530,41270,4921,204110200
2014.6.10,41250,30,41200,41250,41190,1570,64712120
2014.6.9,41220,120,41120,41400,41120,2318,95525120
2014.6.5,41100,-120,41300,41300,41070,8215,338049020
2014.6.3,41220,-20,41300,41550,41180,5974,246798000
2014.6.2,41240,-330,41480,41480,41240,5191,214373280
2014.5.30,41570,0,41600,41600,41520,3509,145772730
2014.5.29,41570,-270,41830,41830,41540,4556,189667990
2014.5.28,41840,-830,42100,42180,41780,9305,389745910
2014.5.27,42670,-160,42800,42830,42670,11245,480627250
2014.5.26,42830,-40,42800,42880,42800,2750,117738280
2014.5.23,42870,-60,43000,43000,42840,1820,78064100
2014.5.22,42930,-90,43000,43000,42820,691,29636410
2014.5.21,43020,230,43200,43200,43020,4672,201760930
2014.5.20,42790,-90,42800,42890,42780,3332,142648790
2014.5.19,42880,-70,42950,42950,42740,4299,184111460
2014.5.16,42950,-340,42950,43250,42950,1828,78569970
2014.5.15,43290,210,43500,43500,43290,1653,71765920
2014.5.14,43080,320,42770,43080,42760,4059,173771600
2014.5.13,42760,20,43150,43150,42680,1846,78916180
2014.5.12,42740,-60,42720,42900,42720,3021,129164340
2014.5.9,42800,0,42800,42800,42680,1884,80544790
2014.5.8,42800,-700,42980,42980,42700,9726,416644160
2014.5.7,43500,580,43500,43700,43360,1031,45025520
2014.5.2,42920,-330,43010,43010,42840,3967,170214570
2014.4.30,43250,-20,43500,43500,43220,3503,151910290
2014.4.29,43270,-800,43480,43480,43270,6194,268552530
2014.4.28,44070,470,43950,44080,43950,5528,243370370
2014.4.25,43600,320,43500,43650,43450,3474,151216250
2014.4.24,43280,-20,43300,43350,43250,6236,270101730
2014.4.23,43300,-130,43430,43430,43000,5194,225304380
2014.4.22,43430,140,43290,43500,43000,1299,56226690
2014.4.21,43290,-410,43800,43800,43130,2795,121375230
2014.4.18,43700,-80,43800,43800,43130,1527,66705960
2014.4.17,43780,30,43900,43900,43700,4003,175076530
2014.4.16,43750,-910,44650,44650,43750,7139,313684680
2014.4.15,44660,-40,44780,44830,44600,2497,111542680
2014.4.14,44700,330,44380,44780,44380,3969,177454690
2014.4.11,44370,-80,44650,44650,44350,6934,307945080
2014.4.10,44450,10,44350,44450,44100,2477,109644120
