date,lastvalue,difference,diffrate,startvalue,highvalue,lowvalue,volume
12.Nov.02,"1,349.56",30.37,2.30,"1,328.08","1,367.97","1,328.08","1,559,650,000"
13.Nov.02,"1,361.33",11.77,0.87,"1,342.22","1,371.74","1,334.13","1,901,380,000"
14.Nov.02,"1,411.52",50.19,3.69,"1,378.94","1,411.63","1,378.94","1,756,210,000"
15.Nov.02,"1,411.14",-0.38,-0.03,"1,396.11","1,413.53","1,386.14","1,700,890,000"
18.Nov.02,"1,393.69",-17.45,-1.24,"1,422.54","1,425.42","1,393.66","1,766,300,000"
19.Nov.02,"1,374.51",-19.18,-1.38,"1,387.11","1,394.93","1,367.76","1,620,330,000"
20.Nov.02,"1,419.35",44.84,3.26,"1,375.69","1,419.64","1,375.41","1,771,370,000"
21.Nov.02,"1,467.55",48.20,3.40,"1,431.13","1,468.72","1,430.08","2,441,730,000"
22.Nov.02,"1,468.74",1.19,0.08,"1,453.05","1,475.35","1,449.50","1,960,160,000"
25.Nov.02,"1,481.90",13.16,0.90,"1,470.64","1,486.94","1,461.13","1,952,400,000"
26.Nov.02,"1,444.43",-37.47,-2.53,"1,473.23","1,478.73","1,441.12","1,927,670,000"
27.Nov.02,"1,487.94",43.51,3.01,"1,463.27","1,491.45","1,462.62","1,734,500,000"
29.Nov.02,"1,478.78",-9.16,-0.62,"1,495.81","1,497.44","1,478.72","841,810,000"
2.Dec.02,"1,484.78",6.00,0.41,"1,507.94","1,521.44","1,474.59","1,925,550,000"
3.Dec.02,"1,448.96",-35.82,-2.41,"1,474.69","1,474.69","1,445.23","1,651,510,000"
4.Dec.02,"1,430.35",-18.61,-1.28,"1,427.05","1,444.18","1,412.92","1,886,070,000"
5.Dec.02,"1,410.75",-19.60,-1.37,"1,444.74","1,445.95","1,410.58","1,462,340,000"
6.Dec.02,"1,422.44",11.69,0.83,"1,395.18","1,430.39","1,391.10","1,529,800,000"
9.Dec.02,"1,367.14",-55.30,-3.89,"1,411.40","1,411.40","1,367.07","1,496,820,000"
10.Dec.02,"1,390.76",23.62,1.73,"1,374.56","1,397.84","1,373.89","1,470,250,000"
11.Dec.02,"1,396.59",5.83,0.42,"1,382.10","1,407.15","1,377.71","1,423,880,000"
12.Dec.02,"1,399.55",2.96,0.21,"1,407.02","1,411.69","1,388.51","1,408,220,000"
13.Dec.02,"1,362.42",-37.13,-2.65,"1,387.71","1,387.71","1,362.42","1,371,410,000"
16.Dec.02,"1,400.33",37.91,2.78,"1,367.74","1,400.49","1,365.66","1,406,210,000"
17.Dec.02,"1,392.05",-8.28,-0.59,"1,396.33","1,408.16","1,385.37","1,336,750,000"
18.Dec.02,"1,361.51",-30.54,-2.19,"1,380.63","1,380.63","1,355.55","1,529,600,000"
19.Dec.02,"1,354.10",-7.41,-0.54,"1,358.61","1,384.58","1,346.18","1,654,540,000"
20.Dec.02,"1,363.05",8.95,0.66,"1,364.19","1,370.79","1,358.80","1,992,120,000"
23.Dec.02,"1,381.69",18.64,1.37,"1,359.92","1,384.29","1,358.29","1,193,060,000"
24.Dec.02,"1,372.47",-9.22,-0.67,"1,375.96","1,382.93","1,372.38","523,880,000"
26.Dec.02,"1,367.89",-4.58,-0.33,"1,375.14","1,392.58","1,363.61","812,310,000"
27.Dec.02,"1,348.31",-19.58,-1.43,"1,363.64","1,369.21","1,346.65","804,960,000"
30.Dec.02,"1,339.54",-8.77,-0.65,"1,349.43","1,353.38","1,329.64","1,076,580,000"
31.Dec.02,"1,335.51",-4.03,-0.30,"1,336.83","1,345.11","1,327.19","1,166,770,000"
2.Jan.03,"1,384.85",49.34,3.69,"1,346.93","1,384.91","1,336.98","1,287,540,000"
3.Jan.03,"1,387.08",2.23,0.16,"1,382.36","1,389.44","1,374.61","1,149,590,000"
6.Jan.03,"1,421.32",34.24,2.47,"1,390.19","1,428.65","1,390.09","1,567,690,000"
7.Jan.03,"1,431.57",10.25,0.72,"1,424.26","1,442.26","1,416.23","1,755,760,000"
8.Jan.03,"1,401.07",-30.50,-2.13,"1,423.29","1,424.12","1,399.06","1,457,010,000"
9.Jan.03,"1,438.46",37.39,2.67,"1,414.47","1,445.09","1,414.47","1,685,990,000"
10.Jan.03,"1,447.72",9.26,0.64,"1,423.62","1,457.45","1,418.79","1,652,320,000"
13.Jan.03,"1,446.04",-1.68,-0.12,"1,461.73","1,467.35","1,436.98","1,376,040,000"
14.Jan.03,"1,460.99",14.95,1.03,"1,445.07","1,461.12","1,442.63","1,329,340,000"
15.Jan.03,"1,438.80",-22.19,-1.52,"1,461.04","1,463.99","1,435.29","1,513,080,000"
16.Jan.03,"1,423.75",-15.05,-1.05,"1,440.56","1,449.13","1,420.11","1,366,550,000"
17.Jan.03,"1,376.19",-47.56,-3.34,"1,401.37","1,401.37","1,376.18","1,433,840,000"
21.Jan.03,"1,364.25",-11.94,-0.87,"1,380.43","1,386.71","1,364.25","1,355,410,000"
22.Jan.03,"1,359.48",-4.77,-0.35,"1,361.01","1,379.61","1,358.23","1,477,520,000"
23.Jan.03,"1,388.27",28.79,2.12,"1,377.50","1,393.67","1,365.11","1,566,510,000"
24.Jan.03,"1,342.14",-46.13,-3.32,"1,382.35","1,382.35","1,340.22","1,568,350,000"
27.Jan.03,"1,325.27",-16.87,-1.26,"1,329.81","1,349.83","1,320.32","1,440,300,000"
28.Jan.03,"1,342.18",16.91,1.28,"1,335.43","1,346.50","1,321.44","1,406,660,000"
29.Jan.03,"1,358.06",15.88,1.18,"1,335.90","1,363.31","1,320.35","1,507,590,000"
30.Jan.03,"1,322.35",-35.71,-2.63,"1,360.55","1,363.08","1,322.06","1,446,130,000"
31.Jan.03,"1,320.91",-1.44,-0.11,"1,308.10","1,331.04","1,303.64","1,554,810,000"
3.Feb.03,"1,323.79",2.88,0.22,"1,324.74","1,335.76","1,318.00","1,256,550,000"
4.Feb.03,"1,306.15",-17.64,-1.33,"1,310.48","1,310.48","1,292.20","1,368,150,000"
5.Feb.03,"1,301.50",-4.65,-0.36,"1,314.67","1,332.82","1,299.35","1,367,130,000"
6.Feb.03,"1,301.73",0.23,0.02,"1,298.70","1,310.51","1,291.47","1,219,320,000"
7.Feb.03,"1,282.47",-19.26,-1.48,"1,310.92","1,314.52","1,278.54","1,228,850,000"
10.Feb.03,"1,296.68",14.21,1.11,"1,286.51","1,298.57","1,275.19","1,216,440,000"
11.Feb.03,"1,295.46",-1.22,-0.09,"1,301.54","1,315.04","1,285.77","1,296,190,000"
12.Feb.03,"1,278.97",-16.49,-1.27,"1,292.08","1,301.11","1,278.74","1,231,070,000"
13.Feb.03,"1,277.44",-1.53,-0.12,"1,280.92","1,281.32","1,261.79","1,310,440,000"
14.Feb.03,"1,310.17",32.73,2.56,"1,283.41","1,310.37","1,279.66","1,315,410,000"
18.Feb.03,"1,346.54",36.37,2.78,"1,319.99","1,346.92","1,319.52","1,303,930,000"
19.Feb.03,"1,334.32",-12.22,-0.91,"1,343.37","1,344.59","1,322.12","1,179,700,000"
20.Feb.03,"1,331.23",-3.09,-0.23,"1,339.70","1,344.29","1,329.09","1,320,410,000"
21.Feb.03,"1,349.02",17.79,1.34,"1,331.33","1,352.07","1,316.04","1,342,440,000"
24.Feb.03,"1,322.38",-26.64,-1.97,"1,342.50","1,343.09","1,321.44","1,222,480,000"
25.Feb.03,"1,328.98",6.60,0.50,"1,307.39","1,331.35","1,291.96","1,395,960,000"
26.Feb.03,"1,303.68",-25.30,-1.90,"1,323.01","1,331.47","1,302.83","1,207,090,000"
27.Feb.03,"1,323.94",20.26,1.55,"1,312.13","1,331.79","1,305.56","1,238,110,000"
28.Feb.03,"1,337.52",13.58,1.03,"1,327.87","1,342.73","1,325.15","1,354,370,000"
3.Mar.03,"1,320.29",-17.23,-1.29,"1,344.21","1,353.31","1,316.85","1,253,490,000"
4.Mar.03,"1,307.77",-12.52,-0.95,"1,320.28","1,321.89","1,307.27","1,221,830,000"
5.Mar.03,"1,314.40",6.63,0.51,"1,305.28","1,317.69","1,302.05","1,360,590,000"
6.Mar.03,"1,302.89",-11.51,-0.88,"1,306.07","1,312.61","1,299.81","1,262,310,000"
7.Mar.03,"1,305.29",2.40,0.18,"1,285.30","1,310.53","1,280.72","1,436,040,000"
10.Mar.03,"1,278.37",-26.92,-2.06,"1,295.46","1,299.55","1,277.18","1,119,970,000"
11.Mar.03,"1,271.47",-6.90,-0.54,"1,280.73","1,288.99","1,269.48","1,251,740,000"
12.Mar.03,"1,279.24",7.77,0.61,"1,266.99","1,279.59","1,253.22","1,533,600,000"
13.Mar.03,"1,340.77",61.53,4.81,"1,297.74","1,340.78","1,290.59","1,789,080,000"
14.Mar.03,"1,340.33",-0.44,-0.03,"1,344.26","1,352.84","1,329.97","1,611,050,000"
17.Mar.03,"1,392.27",51.94,3.88,"1,329.95","1,392.41","1,326.28","1,886,510,000"
18.Mar.03,"1,400.55",8.28,0.59,"1,392.00","1,400.55","1,378.83","1,632,220,000"
19.Mar.03,"1,397.07",-3.48,-0.25,"1,396.27","1,401.24","1,378.57","1,694,670,000"
20.Mar.03,"1,402.77",5.70,0.41,"1,385.66","1,411.41","1,371.90","1,596,740,000"
21.Mar.03,"1,421.84",19.07,1.36,"1,422.06","1,425.73","1,403.15","1,911,550,000"
24.Mar.03,"1,369.78",-52.06,-3.66,"1,390.04","1,392.40","1,368.37","1,317,380,000"
25.Mar.03,"1,391.01",21.23,1.55,"1,374.21","1,400.14","1,369.32","1,437,240,000"
26.Mar.03,"1,387.45",-3.56,-0.26,"1,390.27","1,397.94","1,383.35","1,418,520,000"
27.Mar.03,"1,384.25",-3.20,-0.23,"1,375.90","1,392.46","1,369.31","1,441,300,000"
28.Mar.03,"1,369.60",-14.65,-1.06,"1,375.26","1,384.82","1,367.89","1,364,880,000"
31.Mar.03,"1,341.17",-28.43,-2.08,"1,351.61","1,357.00","1,336.61","1,596,280,000"
1.Apr.03,"1,348.30",7.13,0.53,"1,347.54","1,356.37","1,338.23","1,412,110,000"
2.Apr.03,"1,396.72",48.42,3.59,"1,374.71","1,400.86","1,374.71","1,609,690,000"
3.Apr.03,"1,396.58",-0.14,-0.01,"1,404.99","1,412.08","1,389.95","1,445,510,000"
4.Apr.03,"1,383.51",-13.07,-0.94,"1,400.97","1,400.97","1,378.22","1,366,800,000"
7.Apr.03,"1,389.51",6.00,0.43,"1,425.23","1,430.11","1,389.51","1,516,080,000"
8.Apr.03,"1,382.94",-6.57,-0.47,"1,388.53","1,392.52","1,376.60","1,312,770,000"
9.Apr.03,"1,356.74",-26.20,-1.89,"1,385.28","1,393.37","1,356.60","1,312,000,000"
10.Apr.03,"1,365.61",8.87,0.65,"1,359.43","1,368.11","1,351.10","1,235,410,000"
11.Apr.03,"1,358.85",-6.76,-0.50,"1,379.48","1,387.33","1,353.74","1,237,570,000"
14.Apr.03,"1,384.95",26.10,1.92,"1,361.35","1,386.50","1,359.32","1,173,640,000"
15.Apr.03,"1,391.01",6.06,0.44,"1,381.67","1,394.03","1,376.03","1,295,900,000"
16.Apr.03,"1,394.72",3.71,0.27,"1,411.70","1,418.52","1,391.99","1,551,600,000"
17.Apr.03,"1,425.50",30.78,2.21,"1,395.62","1,425.50","1,393.13","1,644,000,000"
21.Apr.03,"1,424.37",-1.13,-0.08,"1,425.96","1,432.08","1,413.71","1,271,170,000"
22.Apr.03,"1,451.36",26.99,1.89,"1,417.00","1,452.34","1,414.40","1,614,310,000"
23.Apr.03,"1,466.16",14.80,1.02,"1,453.95","1,468.08","1,447.65","1,818,020,000"
24.Apr.03,"1,457.23",-8.93,-0.61,"1,453.23","1,465.92","1,448.05","1,661,540,000"
25.Apr.03,"1,434.54",-22.69,-1.56,"1,451.13","1,452.17","1,432.02","1,515,730,000"
28.Apr.03,"1,462.24",27.70,1.93,"1,437.86","1,465.40","1,435.35","1,477,750,000"
29.Apr.03,"1,471.30",9.06,0.62,"1,468.03","1,482.49","1,459.48","1,670,600,000"
30.Apr.03,"1,464.31",-6.99,-0.48,"1,467.84","1,472.69","1,459.04","1,619,230,000"
1.May.03,"1,472.56",8.25,0.56,"1,463.00","1,478.85","1,451.32","1,473,860,000"
2.May.03,"1,502.88",30.32,2.06,"1,470.09","1,504.22","1,469.84","1,826,120,000"
5.May.03,"1,504.04",1.16,0.08,"1,508.31","1,519.70","1,502.66","1,932,030,000"
6.May.03,"1,523.71",19.67,1.31,"1,503.42","1,531.82","1,503.31","2,139,720,000"
7.May.03,"1,506.76",-16.95,-1.11,"1,513.48","1,523.91","1,503.06","1,927,720,000"
8.May.03,"1,489.69",-17.07,-1.13,"1,492.49","1,504.04","1,486.91","1,619,000,000"
9.May.03,"1,520.15",30.46,2.04,"1,500.65","1,520.15","1,500.10","1,545,190,000"
12.May.03,"1,541.40",21.25,1.40,"1,518.52","1,544.41","1,512.72","1,796,940,000"
13.May.03,"1,539.68",-1.72,-0.11,"1,533.14","1,548.59","1,529.56","1,856,230,000"
14.May.03,"1,534.90",-4.78,-0.31,"1,545.88","1,549.94","1,526.14","1,816,790,000"
15.May.03,"1,551.38",16.48,1.07,"1,541.43","1,552.98","1,536.03","1,982,130,000"
16.May.03,"1,538.53",-12.85,-0.83,"1,544.84","1,550.44","1,534.35","1,783,450,000"
19.May.03,"1,492.77",-45.76,-2.97,"1,530.38","1,536.04","1,492.46","1,684,210,000"
20.May.03,"1,491.09",-1.68,-0.11,"1,498.05","1,505.18","1,480.13","1,699,750,000"
21.May.03,"1,489.87",-1.22,-0.08,"1,488.27","1,490.82","1,478.15","1,588,960,000"
22.May.03,"1,507.55",17.68,1.19,"1,493.39","1,512.80","1,489.08","1,783,870,000"
23.May.03,"1,510.09",2.54,0.17,"1,506.64","1,514.49","1,501.38","1,448,770,000"
27.May.03,"1,556.69",46.60,3.09,"1,504.87","1,558.28","1,504.22","1,932,760,000"
28.May.03,"1,563.24",6.55,0.42,"1,560.11","1,571.85","1,553.70","2,042,270,000"
29.May.03,"1,574.95",11.71,0.75,"1,565.38","1,591.26","1,564.14","2,228,880,000"
30.May.03,"1,595.91",20.96,1.33,"1,583.23","1,599.92","1,582.52","2,314,660,000"
2.Jun.03,"1,590.75",-5.16,-0.32,"1,612.10","1,620.79","1,586.48","2,517,530,000"
3.Jun.03,"1,603.56",12.81,0.81,"1,589.72","1,603.74","1,584.70","2,067,880,000"
4.Jun.03,"1,634.65",31.09,1.94,"1,604.84","1,638.57","1,603.17","2,515,710,000"
5.Jun.03,"1,646.01",11.36,0.69,"1,620.79","1,646.01","1,613.99","2,449,080,000"
6.Jun.03,"1,627.42",-18.59,-1.13,"1,670.03","1,684.06","1,625.18","2,962,610,000"
9.Jun.03,"1,603.97",-23.45,-1.44,"1,623.00","1,625.61","1,597.32","1,856,700,000"
10.Jun.03,"1,627.67",23.70,1.48,"1,611.17","1,627.77","1,606.08","1,791,650,000"
11.Jun.03,"1,646.02",18.35,1.13,"1,625.00","1,647.57","1,612.22","1,932,200,000"
12.Jun.03,"1,653.62",7.60,0.46,"1,653.05","1,661.12","1,640.12","1,790,700,000"
13.Jun.03,"1,626.49",-27.13,-1.64,"1,656.61","1,660.43","1,624.12","1,813,140,000"
16.Jun.03,"1,666.58",40.09,2.46,"1,633.80","1,667.77","1,629.59","1,912,560,000"
17.Jun.03,"1,668.44",1.86,0.11,"1,673.10","1,674.09","1,656.57","1,968,630,000"
18.Jun.03,"1,677.14",8.70,0.52,"1,663.03","1,685.04","1,653.25","2,082,080,000"
19.Jun.03,"1,648.64",-28.50,-1.70,"1,677.05","1,686.10","1,646.79","1,957,720,000"
20.Jun.03,"1,644.72",-3.92,-0.24,"1,657.31","1,660.47","1,638.93","1,767,110,000"
23.Jun.03,"1,610.75",-33.97,-2.07,"1,642.33","1,643.21","1,601.45","1,694,940,000"
24.Jun.03,"1,605.61",-5.14,-0.32,"1,605.69","1,622.47","1,598.25","1,619,510,000"
25.Jun.03,"1,602.66",-2.95,-0.18,"1,608.50","1,629.97","1,600.28","1,563,620,000"
26.Jun.03,"1,634.01",31.35,1.96,"1,611.31","1,636.15","1,606.47","1,560,860,000"
27.Jun.03,"1,625.26",-8.75,-0.54,"1,636.03","1,653.74","1,621.25","1,553,940,000"
30.Jun.03,"1,622.80",-2.46,-0.15,"1,634.86","1,643.68","1,621.44","1,792,820,000"
1.Jul.03,"1,640.13",17.33,1.07,"1,617.30","1,641.77","1,598.92","1,711,820,000"
2.Jul.03,"1,678.73",38.60,2.35,"1,648.13","1,678.77","1,648.13","1,866,650,000"
3.Jul.03,"1,663.46",-15.27,-0.91,"1,665.95","1,683.77","1,660.95","944,910,000"
7.Jul.03,"1,720.71",57.25,3.44,"1,685.41","1,721.25","1,685.41","1,836,380,000"
8.Jul.03,"1,746.46",25.75,1.50,"1,715.99","1,747.44","1,713.76","2,018,490,000"
9.Jul.03,"1,747.46",1.00,0.06,"1,743.66","1,758.18","1,735.30","2,113,620,000"
10.Jul.03,"1,715.86",-31.60,-1.81,"1,731.35","1,735.13","1,707.49","1,733,800,000"
11.Jul.03,"1,733.93",18.07,1.05,"1,720.98","1,737.41","1,720.98","1,516,880,000"
14.Jul.03,"1,754.82",20.89,1.20,"1,757.43","1,776.10","1,748.88","1,973,180,000"
15.Jul.03,"1,753.21",-1.61,-0.09,"1,769.95","1,771.78","1,742.10","1,915,630,000"
16.Jul.03,"1,747.97",-5.24,-0.30,"1,766.35","1,767.90","1,734.14","1,920,560,000"
17.Jul.03,"1,698.02",-49.95,-2.86,"1,727.76","1,729.59","1,693.47","1,912,680,000"
18.Jul.03,"1,708.50",10.48,0.62,"1,709.09","1,714.84","1,688.82","1,602,890,000"
21.Jul.03,"1,681.41",-27.09,-1.59,"1,706.15","1,706.29","1,675.18","1,459,310,000"
22.Jul.03,"1,706.10",24.69,1.47,"1,695.02","1,710.34","1,686.15","1,749,720,000"
23.Jul.03,"1,719.18",13.08,0.77,"1,710.82","1,720.04","1,695.20","1,834,980,000"
24.Jul.03,"1,701.42",-17.76,-1.03,"1,732.19","1,740.80","1,700.29","1,901,240,000"
25.Jul.03,"1,730.70",29.28,1.72,"1,703.58","1,730.91","1,685.89","1,587,980,000"
28.Jul.03,"1,735.36",4.66,0.27,"1,734.68","1,740.59","1,726.24","1,535,820,000"
29.Jul.03,"1,731.37",-3.99,-0.23,"1,740.27","1,744.60","1,713.21","1,703,800,000"
30.Jul.03,"1,720.91",-10.46,-0.60,"1,731.57","1,733.40","1,717.07","1,513,760,000"
31.Jul.03,"1,735.02",14.11,0.82,"1,735.47","1,757.37","1,728.34","1,858,470,000"
1.Aug.03,"1,715.62",-19.40,-1.12,"1,731.63","1,733.14","1,714.01","1,484,040,000"
4.Aug.03,"1,714.06",-1.56,-0.09,"1,714.84","1,723.27","1,687.77","1,573,410,000"
5.Aug.03,"1,673.50",-40.56,-2.37,"1,710.69","1,711.11","1,671.04","1,743,380,000"
6.Aug.03,"1,652.68",-20.82,-1.24,"1,664.26","1,675.46","1,648.42","1,862,270,000"
7.Aug.03,"1,652.18",-0.50,-0.03,"1,651.46","1,658.43","1,641.74","1,638,040,000"
8.Aug.03,"1,644.03",-8.15,-0.49,"1,659.06","1,662.78","1,640.88","1,336,330,000"
11.Aug.03,"1,661.51",17.48,1.06,"1,646.95","1,668.06","1,646.59","1,203,780,000"
12.Aug.03,"1,687.01",25.50,1.53,"1,666.61","1,687.48","1,660.66","1,329,840,000"
13.Aug.03,"1,686.61",-0.40,-0.02,"1,693.36","1,695.83","1,681.31","1,449,200,000"
14.Aug.03,"1,700.34",13.73,0.81,"1,688.13","1,700.34","1,681.52","1,311,570,000"
15.Aug.03,"1,702.01",1.67,0.10,"1,697.75","1,705.33","1,693.88","703,950,000"
18.Aug.03,"1,739.49",37.48,2.20,"1,707.17","1,739.59","1,706.93","1,476,310,000"
19.Aug.03,"1,761.11",21.62,1.24,"1,747.00","1,761.63","1,737.37","1,724,390,000"
20.Aug.03,"1,760.54",-0.57,-0.03,"1,749.08","1,768.52","1,747.01","1,506,760,000"
21.Aug.03,"1,777.55",17.01,0.97,"1,771.39","1,783.64","1,762.97","1,722,470,000"
22.Aug.03,"1,765.32",-12.23,-0.69,"1,804.81","1,812.49","1,765.30","1,705,200,000"
25.Aug.03,"1,764.31",-1.01,-0.06,"1,763.78","1,768.12","1,752.12","1,117,840,000"
26.Aug.03,"1,770.65",6.34,0.36,"1,756.08","1,771.22","1,737.15","1,382,860,000"
27.Aug.03,"1,782.13",11.48,0.65,"1,767.78","1,783.12","1,764.63","1,349,730,000"
28.Aug.03,"1,800.18",18.05,1.01,"1,787.77","1,800.65","1,772.98","1,466,510,000"
29.Aug.03,"1,810.45",10.27,0.57,"1,796.10","1,813.82","1,794.83","1,206,180,000"
2.Sep.03,"1,841.48",31.03,1.71,"1,817.92","1,841.48","1,804.30","1,773,780,000"
3.Sep.03,"1,852.90",11.42,0.62,"1,852.47","1,863.55","1,846.51","2,333,120,000"
4.Sep.03,"1,868.97",16.07,0.87,"1,853.12","1,870.00","1,848.95","1,886,580,000"
5.Sep.03,"1,858.24",-10.73,-0.57,"1,861.29","1,879.70","1,850.69","1,952,040,000"
8.Sep.03,"1,888.62",30.38,1.63,"1,863.88","1,888.65","1,863.88","2,032,940,000"
9.Sep.03,"1,873.43",-15.19,-0.80,"1,883.00","1,886.27","1,867.81","2,220,160,000"
10.Sep.03,"1,823.81",-49.62,-2.65,"1,859.21","1,859.21","1,823.81","2,001,600,000"
11.Sep.03,"1,846.09",22.28,1.22,"1,830.44","1,852.60","1,819.42","1,748,050,000"
12.Sep.03,"1,855.03",8.94,0.48,"1,833.97","1,855.04","1,821.98","1,713,770,000"
15.Sep.03,"1,845.70",-9.33,-0.50,"1,857.12","1,861.81","1,843.79","1,463,950,000"
16.Sep.03,"1,887.25",41.55,2.25,"1,848.41","1,887.87","1,848.41","1,788,770,000"
17.Sep.03,"1,883.10",-4.15,-0.22,"1,884.18","1,894.74","1,876.24","1,903,800,000"
18.Sep.03,"1,909.55",26.45,1.40,"1,880.91","1,910.51","1,874.30","2,011,010,000"
19.Sep.03,"1,905.70",-3.85,-0.20,"1,913.74","1,913.74","1,895.93","1,885,000,000"
22.Sep.03,"1,874.62",-31.08,-1.63,"1,881.42","1,881.42","1,866.88","1,720,080,000"
23.Sep.03,"1,901.72",27.10,1.45,"1,877.44","1,901.73","1,875.15","1,868,800,000"
24.Sep.03,"1,843.70",-58.02,-3.05,"1,903.81","1,904.13","1,843.43","2,207,970,000"
25.Sep.03,"1,817.24",-26.46,-1.44,"1,849.39","1,856.22","1,817.20","2,033,060,000"
26.Sep.03,"1,792.07",-25.17,-1.39,"1,816.75","1,821.57","1,792.06","1,841,530,000"
29.Sep.03,"1,824.56",32.49,1.81,"1,801.55","1,824.59","1,786.57","1,666,930,000"
30.Sep.03,"1,786.94",-37.62,-2.06,"1,812.81","1,812.81","1,783.46","1,864,240,000"
1.Oct.03,"1,832.25",45.31,2.54,"1,797.07","1,832.25","1,796.09","1,821,740,000"
2.Oct.03,"1,836.22",3.97,0.22,"1,828.94","1,842.55","1,823.64","1,604,090,000"
3.Oct.03,"1,880.57",44.35,2.42,"1,864.54","1,891.62","1,864.54","2,014,580,000"
6.Oct.03,"1,893.46",12.89,0.69,"1,884.64","1,894.22","1,876.00","1,375,810,000"
7.Oct.03,"1,907.85",14.39,0.76,"1,882.92","1,907.88","1,878.59","1,840,280,000"
8.Oct.03,"1,893.78",-14.07,-0.74,"1,913.64","1,914.33","1,888.53","1,801,870,000"
9.Oct.03,"1,911.90",18.12,0.96,"1,916.95","1,936.93","1,899.21","2,083,460,000"
10.Oct.03,"1,915.31",3.41,0.18,"1,915.52","1,921.14","1,905.49","1,464,990,000"
13.Oct.03,"1,933.53",18.22,0.95,"1,924.06","1,940.97","1,921.96","1,498,730,000"
14.Oct.03,"1,943.19",9.66,0.50,"1,929.52","1,943.33","1,922.82","1,757,290,000"
15.Oct.03,"1,939.10",-4.09,-0.21,"1,966.38","1,966.87","1,933.03","2,017,190,000"
16.Oct.03,"1,950.14",11.04,0.57,"1,931.99","1,951.76","1,930.28","1,765,870,000"
17.Oct.03,"1,912.36",-37.78,-1.94,"1,947.20","1,949.69","1,910.24","1,747,150,000"
20.Oct.03,"1,925.14",12.78,0.67,"1,913.79","1,925.16","1,905.39","1,537,390,000"
21.Oct.03,"1,940.90",15.76,0.82,"1,929.31","1,944.34","1,922.78","1,735,740,000"
22.Oct.03,"1,898.07",-42.83,-2.21,"1,923.33","1,923.33","1,897.36","1,711,460,000"
23.Oct.03,"1,885.51",-12.56,-0.66,"1,879.12","1,893.20","1,874.11","1,937,090,000"
24.Oct.03,"1,865.59",-19.92,-1.06,"1,863.32","1,866.43","1,841.62","1,957,040,000"
27.Oct.03,"1,882.91",17.32,0.93,"1,876.03","1,890.66","1,873.62","1,518,680,000"
28.Oct.03,"1,932.26",49.35,2.62,"1,893.28","1,932.26","1,892.43","2,076,260,000"
29.Oct.03,"1,936.56",4.30,0.22,"1,925.61","1,937.37","1,923.56","1,968,120,000"
30.Oct.03,"1,932.69",-3.87,-0.20,"1,955.59","1,957.53","1,929.77","2,158,840,000"
31.Oct.03,"1,932.21",-0.48,-0.02,"1,938.22","1,942.68","1,928.67","1,833,200,000"
3.Nov.03,"1,967.70",35.49,1.84,"1,941.31","1,969.26","1,941.31","2,089,430,000"
4.Nov.03,"1,957.97",-9.73,-0.49,"1,961.45","1,971.38","1,953.64","2,081,990,000"
5.Nov.03,"1,959.37",1.40,0.07,"1,957.00","1,966.15","1,938.22","2,018,140,000"
6.Nov.03,"1,976.37",17.00,0.87,"1,971.27","1,977.91","1,953.34","2,141,830,000"
7.Nov.03,"1,970.74",-5.63,-0.28,"1,986.56","1,992.27","1,968.81","1,957,330,000"
10.Nov.03,"1,941.64",-29.10,-1.48,"1,972.10","1,973.08","1,939.73","1,750,150,000"
11.Nov.03,"1,930.75",-10.89,-0.56,"1,938.85","1,944.01","1,923.50","1,637,810,000"
12.Nov.03,"1,973.11",42.36,2.19,"1,935.97","1,973.11","1,935.86","1,837,190,000"
13.Nov.03,"1,967.35",-5.76,-0.29,"1,964.43","1,970.40","1,956.41","1,871,860,000"
14.Nov.03,"1,930.26",-37.09,-1.89,"1,966.87","1,977.79","1,930.26","1,829,730,000"
17.Nov.03,"1,909.61",-20.65,-1.07,"1,919.01","1,919.23","1,890.72","1,861,100,000"
18.Nov.03,"1,881.75",-27.86,-1.46,"1,919.45","1,926.00","1,881.75","1,898,710,000"
19.Nov.03,"1,899.65",17.90,0.95,"1,886.18","1,903.43","1,880.31","1,798,010,000"
20.Nov.03,"1,881.92",-17.73,-0.93,"1,886.63","1,916.55","1,880.91","1,799,100,000"
21.Nov.03,"1,893.88",11.96,0.64,"1,891.84","1,896.41","1,878.07","1,621,590,000"
24.Nov.03,"1,947.14",53.26,2.81,"1,907.29","1,947.14","1,907.29","1,791,020,000"
25.Nov.03,"1,943.04",-4.10,-0.21,"1,948.36","1,956.20","1,942.02","1,836,350,000"
26.Nov.03,"1,953.31",10.27,0.53,"1,954.28","1,960.31","1,930.63","1,524,790,000"
28.Nov.03,"1,960.26",6.95,0.36,"1,950.21","1,963.06","1,950.21","703,800,000"
1.Dec.03,"1,989.82",29.56,1.51,"1,972.97","1,989.82","1,968.54","1,840,020,000"
2.Dec.03,"1,980.07",-9.75,-0.49,"1,986.80","1,996.08","1,978.23","1,802,760,000"
3.Dec.03,"1,960.25",-19.82,-1.00,"1,989.14","2,000.92","1,960.13","2,241,590,000"
4.Dec.03,"1,968.80",8.55,0.44,"1,966.92","1,971.25","1,942.67","2,114,230,000"
5.Dec.03,"1,937.82",-30.98,-1.57,"1,949.26","1,960.39","1,935.58","1,665,920,000"
